MLSNumber,Address,Category,StreetNumber,StreetName,UnitNumber,CrossStreet,FloorNumber,City,State,Zip Code,County,MLSArea,Township,Subdivision,School District,Schools-Elementary,Schools-Middle,Schools-HighSchool,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,AssociationFee,AssociationFeeFrequency,Structure Type ,OriginatingMLS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507602,7 Weldin Park Dr,RES,7,Weldin Park,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,WELDIN PARK,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518168,720 Taunton Rd,RES,720,Taunton,,Kilburn Rd,,Wilmington,DE,19803,NEWCASTLEDE,30901,,TAVISTOCK,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521790,1235 Lakewood Dr,RES,1235,Lakewood,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,CARRCROFT CREST,Brandywine,Carrcroft,Springer,Mount Pleasant,FeeSimple,No,No,Yes,$50 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518510,216 W Pembrey Dr,RES,216,Pembrey,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,PEMBREY,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505556,4642 Weldin Rd,RES,4642,Weldin,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,LIFTWOOD,Brandywine,Carrcroft,Springer,Mount Pleasant,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521738,907 Shipley Rd,RES,907,Shipley,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,LIFTWOOD,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509586,1106 Windon Dr,RES,1106,Windon,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,CHATHAM,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508210,3323 Coachman Rd,RES,3323,Coachman,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,SURREY PARK,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504642,403 Crest Rd,RES,403,Crest,,Evergreen Road,,Wilmington,DE,19803,NEWCASTLEDE,30901,,CARRCROFT CREST,Brandywine,Carrcroft,Springer,Mount Pleasant,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC498804,7 Briar Rd,RES,7,Briar,,Wilson Road,,Wilmington,DE,19803,NEWCASTLEDE,30901,,BRIARWOOD,Brandywine,,,,FeeSimple,No,No,Yes,$35 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC517930,301 Baynard Blvd,RES,301,Baynard,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,CARRCROFT,Brandywine,Carrcroft,Springer,Mount Pleasant,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511230,1409 Stoneleigh Rd,RES,1409,Stoneleigh,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,WEBSTER FARM,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC527008,2205 Beaumont Rd,RES,2205,Beaumont,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,FAIRFAX,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC512752,24 Dansfield Dr,RES,24,Dansfield,,Talley Hill Lane,,Wilmington,DE,19803,NEWCASTLEDE,30901,,TALLEY HILL,Brandywine,Lombardy,Springer,Brandywine,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC506520,2419 E Heather Rd,RES,2419,Heather,,Foulk Road,,Wilmington,DE,19803,NEWCASTLEDE,30901,,HEATHERBROOKE,Brandywine,,,,FeeSimple,No,No,Yes,$50 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC497272,111 Stone Tower Ln,RES,111,Stone Tower,,Alapocas Dr,,Wilmington,DE,19803,NEWCASTLEDE,30901,,AUGUSTINE RIDGE,Brandywine,,,,FeeSimple,No,No,Yes,$600 ,Annually,Twin/Semi-Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC501848,730 Foulkstone Rd,RES,730,Foulkstone,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,SHARPLEY,Brandywine,Lombardy,Springer,Brandywine,FeeSimple,No,No,Yes,$120 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511324,2 Sorrel Dr,RES,2,Sorrel,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,SURREY PARK,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC510128,202 W Crest Rd,RES,202,Crest,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,CARRCROFT,Brandywine,Carrcroft,Springer,Mount Pleasant,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502678,14 Dansfield Dr,RES,14,Dansfield,,Talley Hill Road,,Wilmington,DE,19803,NEWCASTLEDE,30901,,TALLEY HILL,Brandywine,,,,FeeSimple,No,No,Yes,$30 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC494524,2411 E Heather Road,RES,2411,Heather Road,,Foulk Road,,Wilmington,DE,19803,NEWCASTLEDE,30901,,HEATHERBROOKE,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC520554,4666 Dartmoor Dr,RES,4666,Dartmoor,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,LIFTWOOD ESTATES,Brandywine,,,,FeeSimple,No,No,Yes,$50 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508222,310 Cassell Ct,RES,310,Cassell,,Landis,,Wilmington,DE,19803,NEWCASTLEDE,30901,,VILLAGE OF BRANDYWINE,Brandywine,,,,FeeSimple,Yes,No,No,,,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521716,907 Cranbrook Dr,RES,907,Cranbrook,,Jacob Weldin,,Wilmington,DE,19803,NEWCASTLEDE,30901,,LIFTWOOD ESTATES,Brandywine,,,Brandywine,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC520532,3315 Coachman Rd,RES,3315,Coachman,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,SURREY PARK,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC506320,4613 Sylvanus Dr,RES,4613,Sylvanus,,Talley Road,,Wilmington,DE,19803,NEWCASTLEDE,30901,,ROCKWOOD HILLS,Brandywine,Carrcroft,Springer,Mount Pleasant,FeeSimple,No,No,Yes,$75 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508416,94 Lynthwaite Farm Rd,RES,94,Lynthwaite Farm,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,VILLAGE OF ROCKY R,Brandywine,,,,Condominium,Yes,Yes,No,,,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509976,3205 Kammerer Dr,RES,3205,Kammerer,,Shipley,,Wilmington,DE,19803,NEWCASTLEDE,30901,,DELWYNN,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505188,1200 Brook Dr,RES,1200,Brook,,Baynard Blvd,,Wilmington,DE,19803,NEWCASTLEDE,30901,,NORMANDY MANOR,Brandywine,Carrcroft,Springer,Mount Pleasant,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC504316,1126 Webster Dr,RES,1126,Webster,,Jan Drive,,Wilmington,DE,19803,NEWCASTLEDE,30901,,WEBSTER FARM,Brandywine,,,,FeeSimple,No,No,Yes,$30 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC498482,710 Bristol Rd,RES,710,Bristol,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,SHARPLEY,Brandywine,Lombardy,Springer,Brandywine,FeeSimple,No,No,Yes,$100 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507724,180 Landis Way N,RES,180,Landis Way N,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,VILLAGE OF BRANDYWINE,Brandywine,,,,Condominium,No,Yes,No,,,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505100,264 Landis Way S,RES,264,Landis Way S,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,VILLAGE OF BRANDYWINE,Brandywine,,,,Condominium,Yes,Yes,Yes,$236 ,Monthly,Interior Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505754,914 Shipley Rd,RES,914,Shipley,,Weldin Rd,,Wilmington,DE,19803,NEWCASTLEDE,30901,,NONE AVAILABLE,Brandywine,Carrcroft,Springer,Mount Pleasant,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508590,15 Peirce Rd,RES,15,Peirce,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,DEERHURST,Brandywine,Lombardy,Springer,Brandywine,FeeSimple,No,No,Yes,$50 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508358,4620 Talley Hill Ln,RES,4620,Talley Hill,,Talley Road,,Wilmington,DE,19803,NEWCASTLEDE,30901,,TALLEY HILL,Brandywine,Carrcroft,Springer,Mount Pleasant,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC506722,4612 Sylvanus Dr,RES,4612,Sylvanus,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,ROCKWOOD HILLS,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505922,106 Banbury Dr,RES,106,Banbury,,Cambridge Dr.,,Wilmington,DE,19803,NEWCASTLEDE,30901,,WINDSOR HILLS,Brandywine,,,,FeeSimple,No,No,Yes,$25 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC513234,95 Lynthwaite Farm Rd,RES,95,Lynthwaite Farm,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,VILLAGE OF ROCKY R,Brandywine,,,,FeeSimple,Yes,Yes,No,,,Twin/Semi-Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC521308,116 Weldin Park Dr,RES,116,Weldin Park,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,WELDIN PARK,Brandywine,,,,FeeSimple,No,No,Yes,$25 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC523086,33 Paxon Dr,RES,33,Paxon,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,PENARTH,Brandywine,,,,FeeSimple,No,No,Yes,$60 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505140,207 Hackney Cir,RES,207,Hackney,,Coachman,,Wilmington,DE,19803,NEWCASTLEDE,30901,,SURREY PARK,Brandywine,,,,FeeSimple,No,No,Yes,$75 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC500744,152 Landis Way N,RES,152,Landis Way N,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,VILLAGE OF BRANDYWINE,Brandywine,,,,FeeSimple,Yes,No,Yes,$246 ,Monthly,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC503814,1702 Bedford Rd,RES,1702,Bedford,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,DEERHURST,Brandywine,,,,FeeSimple,No,No,Yes,$65 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC500614,325 Hampton Rd,RES,325,Hampton,,Haverhill Road,,Wilmington,DE,19803,NEWCASTLEDE,30901,,SHARPLEY,Brandywine,,,,FeeSimple,No,No,Yes,$120 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509534,906 Shipley Rd,RES,906,Shipley,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,LIFTWOOD,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508668,726 Taunton Rd,RES,726,Taunton,,Severn,,Wilmington,DE,19803,NEWCASTLEDE,30901,,TAVISTOCK,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507374,102 Edgewood Rd,RES,102,Edgewood,,School,,Wilmington,DE,19803,NEWCASTLEDE,30901,,ALAPOCAS,Brandywine,Lombardy,Springer,Brandywine,FeeSimple,No,No,Yes,$500 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509386,731 Burnley Rd,RES,731,Burnley,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,TAVISTOCK,Brandywine,Lombardy,Springer,Brandywine,FeeSimple,No,No,Yes,$75 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC510642,511 Wissfire Way,RES,511,Wissfire,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,VILLAGE OF BRANDYWINE,Brandywine,,,,Condominium,No,No,No,,,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC503114,317 Spalding Rd,RES,317,Spalding,,Haverhill,,Wilmington,DE,19803,NEWCASTLEDE,30901,,SHARPLEY,Brandywine,,,,FeeSimple,No,No,Yes,$120 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509864,513 Falkirk Rd,RES,513,Falkirk,,Country Club Dr,,Wilmington,DE,19803,NEWCASTLEDE,30901,,WOODBROOK,Brandywine,,,,FeeSimple,No,No,Yes,$200 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508432,209 Hawthorne Ln,RES,209,Hawthorne,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,HAWTHORNE ESTATES,Brandywine,,,,FeeSimple,No,No,Yes,$150 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC500120,703 Burnley Rd,RES,703,Burnley,,Mt. Lebanon Rd,,Wilmington,DE,19803,NEWCASTLEDE,30901,,TAVISTOCK,Brandywine,,,,FeeSimple,No,No,Yes,$75 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC502782,112 W Pembrey Dr,RES,112,Pembrey,,Foulk Rd,,Wilmington,DE,19803,NEWCASTLEDE,30901,,PEMBREY,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC512478,616 Halstead Rd,RES,616,Halstead,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,SHARPLEY,Brandywine,Lombardy,Springer,Brandywine,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC522440,212 Paddock Ln,RES,212,Paddock,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,SURREY PARK,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC520034,1301 Shipley Rd,RES,1301,Shipley,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,WELSHIRE,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC512900,404 Stafford Rd,RES,404,Stafford,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,WOODBROOK,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518964,1307-A Shipley Rd,RES,1307,Shipley,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,WOODSHIRE,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC519722,712 Kilburn Rd,RES,712,Kilburn,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,EDENRIDGE,Brandywine,,,,FeeSimple,No,No,Yes,$80 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC519692,343 Cassell Ct,RES,343,Cassell,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,VILLAGE OF BRANDYWINE,Brandywine,,,,Condominium,Yes,Yes,No,,,End of Row/Townhouse,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC518392,12 Bradley Dr,RES,12,Bradley,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,BROOKSTONE,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC503974,1004 Weldin Cir,RES,1004,Weldin,,Weldin Road,,Wilmington,DE,19803,NEWCASTLEDE,30901,,WELDIN WOODS,Brandywine,Lombardy,Springer,Brandywine,FeeSimple,No,No,Yes,$20 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC499424,128 Hitching Post Dr,RES,128,Hitching Post,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,SURREY PARK,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC512886,711 Burnley Rd,RES,711,Burnley,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,TAVISTOCK,Brandywine,,,,FeeSimple,No,No,Yes,$75 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC512092,303 Cornwall Rd,RES,303,Cornwall,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,WOODBROOK,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511408,12 Weldin Park Dr,RES,12,Weldin Park,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,WELDIN PARK,Brandywine,Lombardy,Springer,Brandywine,FeeSimple,No,No,Yes,$25 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC500820,1 Lombardy Dr,RES,1,Lombardy,,Simon Rd,,Wilmington,DE,19803,NEWCASTLEDE,30901,,WELDIN FARMS,Brandywine,Lombardy,Springer,Brandywine,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC507066,131 Augustine Cut Off,RES,131,Augustine Cut Off,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,ALAPOCAS POINTE,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC499784,733 Burnley Rd,RES,733,Burnley,,Kilburn,,Wilmington,DE,19803,NEWCASTLEDE,30901,,TAVISTOCK,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC520778,1400 Ivy Dr,RES,1400,Ivy,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,WEBSTER FARM,Brandywine,,,,FeeSimple,No,No,Yes,$30 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC495990,10 Wellington Rd,RES,10,Wellington,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,WELSHIRE,Brandywine,Carrcroft,Springer,Mount Pleasant,FeeSimple,No,No,Yes,$25 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC491520,7 Granite Rd,RES,7,Granite,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,ALAPOCAS,Brandywine,,,,FeeSimple,No,No,Yes,$425 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505334,604 Cranebrook Dr,RES,604,Cranebrook,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,SHARPLEY,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC498388,700 Hertford Rd,RES,700,Hertford,,Mt. Lebanon,,Wilmington,DE,19803,NEWCASTLEDE,30901,,EDENRIDGE,Brandywine,Lombardy,Springer,Brandywine,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508538,1605 Foulk Rd,RES,1605,Foulk,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,PEMBREY,Brandywine,Hanby,Springer,Brandywine,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC508982,307 Spalding Rd,RES,307,Spalding,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,SHARPLEY,Brandywine,Lombardy,Springer,Brandywine,FeeSimple,No,No,Yes,$120 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511288,11 Stable Ln,RES,11,Stable,,Coachman,,Wilmington,DE,19803,NEWCASTLEDE,30901,,SURREY PARK,Brandywine,Hanby,Springer,Brandywine,FeeSimple,No,No,Yes,$75 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC511986,601 Ashford Rd,RES,601,Ashford,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,SHARPLEY,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC509990,722 Foxdale Rd,RES,722,Foxdale,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,EDENRIDGE,Brandywine,Lombardy,Springer,Brandywine,FeeSimple,No,No,Yes,$75 ,Annually,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENC505978,2 Penny Lane Ct,RES,2,Penny Lane,,,,Wilmington,DE,19803,NEWCASTLEDE,30901,,GARDENS PENNY LANE,Brandywine,,,,FeeSimple,No,No,No,,,Detached,BRIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
