MLSNumber,Orig_List_Price,Zip_Code,Subdivision,School_District,HOA_YN,Structure_Type,Acres,InteriorSqFt,AboveGradeSqFt,BelowGradeSqFt,Bedrooms,Baths,NumberofStories,Central_Air_YN,Water,Basement_YN,Garage_YN,ExteriorMaterial,YearBuilt
DENC525482,279700.0,19804,RICHARDSON PARK,Red Clay Consolidated,No,Detached,0.12,1400.0,1400.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,VinylSiding,1930
DENC2010770,310000.0,19804,MIDDLEBORO MANOR,Red Clay Consolidated,No,Detached,0.2,2226.0,1675.0,551.0,4.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"Brick,VinylSiding",1957
DENC528626,295000.0,19804,BELLEMOOR,Red Clay Consolidated,No,Detached,0.11,2250.0,1450.0,800.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"BrickFront,VinylSiding",2005
DENC525336,325000.0,19804,LYNFORD,Red Clay Consolidated,No,Detached,0.25,1775.0,1775.0,0.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1991
DENC2010048,309900.0,19804,BELLEMOOR,Red Clay Consolidated,No,Detached,0.15,1715.0,1715.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,Brick,1951
DENC2009822,278000.0,19804,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.31,1775.0,1775.0,0.0,3.0,2.0,Main,Yes,Public,No,Yes,Brick,1956
DENC2016352,299900.0,19804,MIDDLEBORO CREST,Red Clay Consolidated,No,Detached,0.16,2175.0,2175.0,0.0,4.0,2.0,"Lower1,Main",Yes,Public,Yes,No,Brick,1964
DENC2007824,320000.0,19804,MIDDLEBORO,Red Clay Consolidated,No,Detached,0.16,3414.0,2550.0,864.0,4.0,3.0,"Main,Upper1,Upper2",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1957
DENC2002548,319900.0,19804,WOODCREST,Red Clay Consolidated,No,Detached,0.12,1950.0,1950.0,0.0,4.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"StickBuilt,VinylSiding",1948
DENC2011440,315000.0,19804,ASHLEY HEIGHTS,Red Clay Consolidated,No,Detached,0.16,1125.0,1125.0,0.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,Brick,1956
DENC2018726,299000.0,19804,WESTVIEW,Red Clay Consolidated,No,Detached,0.19,2828.0,2200.0,628.0,4.0,2.0,"Lower1,Main,Upper1,Upper2",Yes,Public,No,Yes,"AluminumSiding,VinylSiding",1954
DENC527392,300000.0,19804,BELLEMOOR,Red Clay Consolidated,No,Detached,0.13,1725.0,1725.0,0.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,Stucco,2006
DENC2021056,295000.0,19804,KIAMENSI GARDENS,Red Clay Consolidated,No,Detached,0.14,1500.0,1500.0,0.0,4.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1951
DENC2019200,309900.0,19804,WOODCREST,Red Clay Consolidated,No,Detached,0.1,2372.0,1900.0,472.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"Brick,Frame",1954
DENC2011674,314900.0,19804,WOODCREST,Red Clay Consolidated,No,Detached,0.14,2550.0,2550.0,0.0,4.0,2.0,"Main,Upper1",No,Public,Yes,No,"AluminumSiding,BrickFront",1938
DENC523922,325000.0,19804,MANETTE HEIGHTS,Red Clay Consolidated,Yes,Detached,0.16,2000.0,1650.0,350.0,4.0,2.0,"Lower1,Main",Yes,Public,Yes,No,"AluminumSiding,BrickFront,VinylSiding",1961
DENC2018292,315000.0,19804,MANETTE HEIGHTS,Red Clay Consolidated,No,Detached,0.41,1769.0,1475.0,294.0,3.0,2.0,"Lower3,Main",Yes,Public,Yes,No,Brick,1961
DENC2002518,334900.0,19804,LYNDALIA,Red Clay Consolidated,No,Detached,0.24,1900.0,1900.0,0.0,5.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"CopperPlumbing,CPVCPVC,Stucco",1946
DENC528316,325000.0,19804,NONE AVAILABLE,Red Clay Consolidated,Yes,Detached,0.72,4611.0,3225.0,1386.0,4.0,3.0,"Lower1,Main",Yes,Public,Yes,Yes,Brick,1962
DENC2005456,325000.0,19804,BOXWOOD ADDITION,Red Clay Consolidated,No,Detached,0.14,2000.0,2000.0,0.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,VinylSiding",2014
DENC2005620,329900.0,19804,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.23,1350.0,1350.0,0.0,3.0,2.0,Main,Yes,Public,Yes,Yes,"AluminumSiding,Stone,VinylSiding",2018
DENC523580,349900.0,19804,STONEHURST,Red Clay Consolidated,No,Detached,0.0,2750.0,2750.0,0.0,3.0,4.0,"Lower1,Main,Upper1",No,Public,Yes,Yes,Brick,1958
DENC2018650,290000.0,19804,GLEN BERNE ESTATES,Red Clay Consolidated,Yes,Detached,0.38,1475.0,1475.0,0.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,"Brick,Stucco",1955
DENC2010894,339000.0,19804,BOXWOOD ADDITION,Red Clay Consolidated,No,Detached,0.15,1450.0,1450.0,0.0,3.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Stone,VinylSiding",2007
DENC2020404,349900.0,19804,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.25,2450.0,2450.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Frame,VinylSiding",1920
DENC2002722,350000.0,19804,ROLLING HILLS,Red Clay Consolidated,No,Detached,0.18,2820.0,2400.0,420.0,5.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"Brick,VinylSiding",1956
DENC512694,385000.0,19804,MIDDLEBORO MANOR,Red Clay Consolidated,No,Detached,0.6,2739.0,2739.0,0.0,5.0,3.0,"Main,Upper1,Upper2",Yes,Public,Yes,No,"AluminumSiding,CopperPlumbing",1902
DENC512516,449900.0,19803,CONCORD MANOR,Brandywine,No,Detached,0.2,2475.0,2475.0,0.0,4.0,3.0,Main,Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1997
DENC505218,330000.0,19803,GREEN ACRES,Brandywine,Yes,Detached,0.27,2775.0,2175.0,600.0,4.0,3.0,"Main,Upper2",Yes,Public,Yes,Yes,"AluminumSiding,Brick,BrickFront",1958
DENC505780,209900.0,19803,LYNNFIELD,Brandywine,No,Detached,0.17,1075.0,1075.0,0.0,3.0,1.0,Main,Yes,Public,Yes,No,Brick,1953
DENC518716,220000.0,19803,BRANDYWINE HUNDRED,Brandywine,No,Detached,0.18,1375.0,1375.0,0.0,3.0,2.0,Main,Yes,Public,No,No,VinylSiding,1955
DENC509658,230000.0,19803,CONCORD MANOR,Brandywine,No,Detached,0.16,1757.0,1325.0,432.0,2.0,1.0,"Lower1,Main",Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1955
DENC517108,232000.0,19803,CONCORD MANOR,Brandywine,No,Detached,0.16,925.0,925.0,0.0,2.0,1.0,Main,Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1955
DENC524852,235000.0,19803,FAIRFAX,Brandywine,No,Detached,0.14,2070.0,1700.0,370.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,No,Brick,1951
DENC498828,239900.0,19803,NORTHWOOD,Brandywine,No,Detached,0.18,1500.0,1500.0,0.0,3.0,1.0,Main,Yes,Public,No,No,"Stone,Stucco,VinylSiding",1955
DENC510290,210000.0,19803,MCDANIEL CREST,Brandywine,Yes,Detached,0.18,2380.0,1750.0,630.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,No,Yes,"Brick,VinylSiding",1955
DENC507912,229900.0,19803,MCDANIEL HEIGHTS,Brandywine,No,Detached,0.21,1225.0,1225.0,0.0,2.0,1.0,"Main,Upper1",No,Public,Yes,Yes,AluminumSiding,1936
DENC509888,255000.0,19803,NORTHWOOD,Brandywine,No,Detached,0.21,1300.0,1300.0,0.0,3.0,1.0,"Main,Upper1",Yes,Public,Yes,Yes,Brick,1955
DENC508808,272500.0,19803,MCDANIEL CREST,Brandywine,No,Detached,0.15,1425.0,1425.0,0.0,4.0,1.0,"Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1947
DENC504328,250000.0,19803,MCDANIEL CREST,Brandywine,No,Detached,0.15,1311.0,1311.0,0.0,3.0,1.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1950
DENC521630,232500.0,19803,LYNNFIELD,Brandywine,Yes,Detached,0.21,1075.0,1075.0,0.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,Brick,1952
DENC511922,255000.0,19803,DELWOOD,Brandywine,No,Detached,0.19,1325.0,1325.0,0.0,3.0,1.0,Main,Yes,Public,Yes,Yes,"Stone,Stucco",1951
DENC504548,290000.0,19803,CARRCROFT,Brandywine,Yes,Detached,0.12,1775.0,1225.0,550.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,Brick,1958
DENC517812,317700.0,19803,MCDANIEL HEIGHTS,Brandywine,No,Twin/Semi-Detached,0.07,3243.0,2550.0,693.0,3.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1991
DENC502786,249000.0,19803,MCDANIEL CREST,Brandywine,No,Detached,0.17,1200.0,1200.0,0.0,3.0,1.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1948
DENC524008,232000.0,19803,GRAYLYN CREST,Brandywine,Yes,Detached,0.22,2175.0,2175.0,0.0,4.0,3.0,"Lower1,Upper1,Upper2",Yes,Public,Yes,Yes,"AluminumSiding,Brick",1955
DENC511802,259900.0,19803,DELWOOD,Brandywine,No,Detached,0.19,1325.0,1325.0,0.0,3.0,2.0,Main,Yes,Public,No,Yes,"Stone,Stucco",1951
DENC498998,265000.0,19803,MCDANIEL CREST,Brandywine,No,Detached,0.15,1250.0,1250.0,0.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1950
DENC524360,269900.0,19803,CONCORD MANOR,Brandywine,No,Detached,0.2,900.0,900.0,0.0,2.0,2.0,"Lower1,Main",Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1955
DENC519880,279000.0,19803,MCDANIEL CREST,Brandywine,No,Detached,0.15,1200.0,1200.0,0.0,3.0,1.0,Main,Yes,Public,Yes,Yes,"Brick,Frame",1950
DENC512530,275000.0,19803,FAIRFAX,Brandywine,No,Detached,0.17,1825.0,1825.0,0.0,4.0,3.0,"Main,Upper1",No,Public,Yes,Yes,"AluminumSiding,Brick",1955
DENC519184,289900.0,19803,CONCORD MANOR,Brandywine,Yes,Detached,0.21,1250.0,1250.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,Brick,1938
DENC499052,275000.0,19803,GREEN ACRES,Brandywine,Yes,Detached,0.19,3040.0,2425.0,615.0,4.0,3.0,"Main,Upper2",Yes,Public,Yes,Yes,Brick,1958
DENC518524,274900.0,19803,BLUE ROCK MANOR,Brandywine,No,Detached,0.19,1200.0,1200.0,0.0,3.0,3.0,"Lower1,Main",Yes,Public,Yes,Yes,"Brick,Stone",1955
DENC498644,315000.0,19803,MAYFIELD,Brandywine,No,Detached,0.2,2258.0,1650.0,608.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,Frame",1953
DENC520084,279900.0,19803,CONCORD MANOR,Brandywine,Yes,Detached,0.1,1980.0,1650.0,330.0,3.0,1.0,"Main,Upper1",Yes,Public,Yes,Yes,Brick,1938
DENC513114,279900.0,19803,GREEN ACRES,Brandywine,Yes,Detached,0.34,1450.0,1450.0,0.0,3.0,3.0,Main,Yes,Public,No,No,"Brick,VinylSiding",1958
DENC508338,279000.0,19803,MCDANIEL CREST,Brandywine,Yes,Detached,0.14,1150.0,1150.0,0.0,3.0,1.0,"Main,Upper1",Yes,Public,Yes,Yes,Brick,1948
DENC504168,279000.0,19803,OAK LANE MANOR,Brandywine,Yes,Detached,0.22,2780.0,2325.0,455.0,5.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,BrickFront,1957
DENC519566,269900.0,19803,BELLEWOOD,Brandywine,No,Detached,0.15,1100.0,1100.0,0.0,3.0,1.0,Main,Yes,Public,No,No,"Brick,Frame",1955
DENC503578,289900.0,19803,MCDANIEL CREST,Brandywine,Yes,Detached,0.24,1375.0,1375.0,0.0,2.0,1.0,Main,Yes,Public,Yes,Yes,"Block,Brick,Frame",1950
DENC495800,300000.0,19803,SHIPLEY RIDGE,Brandywine,No,Detached,0.5,1825.0,1825.0,0.0,4.0,3.0,"Lower1,Main",Yes,Public,No,No,"AluminumSiding,VinylSiding",1981
DENC500818,299900.0,19803,CONCORD MANOR,Brandywine,No,Detached,0.23,1600.0,1600.0,0.0,3.0,3.0,"Main,Upper1",Yes,Public,No,Yes,VinylSiding,1983
DENC523292,305000.0,19803,NORTHWOOD,Brandywine,No,Detached,0.23,1375.0,1375.0,0.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1956
DENC510980,325000.0,19803,BLUE ROCK MANOR,Brandywine,No,Detached,0.15,1375.0,1375.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1950
DENC520416,279999.0,19803,BLUE ROCK MANOR,Brandywine,No,Detached,0.22,1575.0,1575.0,0.0,3.0,1.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,Brick,1955
DENC512312,339900.0,19803,GREENMEADOW,Brandywine,No,Detached,0.27,1575.0,1575.0,0.0,3.0,2.0,Main,Yes,Public,Yes,No,Brick,1959
DENC519494,260000.0,19803,BOULDER BROOK,Brandywine,No,Detached,1.12,2840.0,2100.0,740.0,4.0,2.0,"Lower1,Main",Yes,Public,Yes,No,"Brick,Frame",1951
DENC504126,295000.0,19803,BELLEWOOD,Brandywine,No,Detached,0.19,2700.0,2700.0,0.0,5.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"Brick,Frame",1957
DENC513238,285000.0,19803,FAIRFAX,Brandywine,No,Detached,0.15,1700.0,1700.0,0.0,3.0,1.0,Main,Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1955
DENC520488,309900.0,19803,MCDANIEL HEIGHTS,Brandywine,Yes,Detached,0.19,1925.0,1925.0,0.0,3.0,2.0,"Main,Upper1",No,Public,No,No,"Brick,VinylSiding",1940
DENC524688,299900.0,19803,LYNNFIELD,Brandywine,No,Detached,0.24,0.0,0.0,0.0,3.0,2.0,"Lower1,Main",Yes,Public,Yes,No,"Brick,WoodSiding",1953
DENC506602,334900.0,19803,FAIRFAX,Brandywine,No,Detached,0.15,1675.0,1675.0,0.0,3.0,2.0,"Main,Upper1",No,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1953
DENC524820,349900.0,19803,CHATHAM,Brandywine,No,Detached,0.23,1850.0,1850.0,0.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,"Asbestos,Brick",1960
DENC512024,299900.0,19803,CARRCROFT,Brandywine,Yes,Detached,0.32,2150.0,2150.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"Stone,VinylSiding,WoodSiding",1958
DENC522030,299888.0,19803,BELLEWOOD,Brandywine,No,Detached,0.15,2775.0,2775.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"Block,Brick",1957
DENC521836,295000.0,19803,GREEN ACRES,Brandywine,Yes,Detached,0.25,2450.0,2175.0,275.0,4.0,4.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1958
DENC510786,309900.0,19803,MAYFIELD,Brandywine,Yes,Detached,0.18,2258.0,1650.0,608.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1956
DENC508568,310000.0,19803,COLONIAL WOODS,Brandywine,No,Detached,0.17,1700.0,1700.0,0.0,4.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"Asbestos,Brick",1961
DENC507530,324900.0,19803,SHELLBURNE,Brandywine,Yes,Detached,0.22,2518.0,1800.0,718.0,3.0,2.0,Main,Yes,Public,Yes,Yes,Brick,1960
DENC505614,294900.0,19803,GREENMEADOW,Brandywine,Yes,Detached,0.23,1175.0,1175.0,0.0,3.0,2.0,Main,Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1955
DENC502958,312000.0,19803,BOULDER BROOK,Brandywine,Yes,Detached,0.38,1100.0,1100.0,0.0,3.0,1.0,Main,Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1951
DENC516968,299900.0,19803,COLONIAL WOODS,Brandywine,No,Detached,0.17,2598.0,1875.0,723.0,4.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1961
DENC505456,299000.0,19803,FAIRFAX,Brandywine,Yes,Detached,0.14,2350.0,1700.0,650.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1955
DENC504132,300000.0,19803,CHATHAM,Brandywine,Yes,Detached,0.36,1450.0,1450.0,0.0,3.0,2.0,Main,Yes,Public,Yes,Yes,"Asbestos,Brick,VinylSiding",1962
DENC500178,315000.0,19803,MCDANIEL HEIGHTS,Brandywine,No,Detached,0.29,2595.0,2075.0,520.0,4.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,Brick,1949
DENC506580,319900.0,19803,FAIRFAX,Brandywine,Yes,Detached,0.2,2763.0,2075.0,688.0,3.0,1.0,"Main,Upper1",Yes,Public,Yes,No,Brick,1957
DENC513030,319900.0,19803,MCDANIEL HEIGHTS,Brandywine,Yes,Detached,0.21,2507.0,1625.0,882.0,4.0,3.0,"Lower1,Main",Yes,Public,Yes,Yes,"AluminumSiding,Brick",1973
DENC505430,317500.0,19803,GRAYLYN CREST,Brandywine,No,Detached,0.17,1944.0,1944.0,0.0,4.0,3.0,"Lower1,Main,Upper1,Upper2",Yes,Public,Yes,Yes,Stone,1956
DENC520192,299000.0,19803,MCDANIEL CREST,Brandywine,No,Detached,0.15,1200.0,1200.0,0.0,4.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,ShingleSiding",1947
DENC517506,309900.0,19803,GREENMEADOW,Brandywine,No,Detached,0.28,2410.0,1900.0,510.0,3.0,2.0,Main,Yes,Public,Yes,Yes,Brick,1956
DENC521284,323000.0,19803,NONE AVAILABLE,Brandywine,No,Detached,0.18,3328.0,2000.0,1328.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1955
DENC511834,335000.0,19803,BLUE ROCK MANOR,Brandywine,No,Detached,0.17,1575.0,1575.0,0.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,Brick,1955
DENC509730,319900.0,19803,FAIRFAX,Brandywine,No,Detached,0.14,1350.0,1350.0,0.0,3.0,1.0,Main,Yes,Public,Yes,Yes,Brick,1951
DENC522564,324900.0,19803,NORTHWOOD,Brandywine,No,Detached,0.23,1700.0,1700.0,0.0,3.0,1.0,Main,Yes,Public,Yes,Yes,"Asbestos,Brick",1956
DENC504270,329900.0,19803,GREEN ACRES,Brandywine,No,Detached,0.23,3555.0,2175.0,1380.0,4.0,3.0,"Main,Upper1",Yes,Public,Yes,Yes,Brick,1958
DENC521140,309000.0,19803,FAIRFAX,Brandywine,No,Detached,0.2,2810.0,1850.0,960.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,Stone,VinylSiding",1956
DENC516836,328000.0,19803,DEERHURST,Brandywine,Yes,Detached,0.12,1725.0,1725.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,No,No,Brick,1940
DENC518800,329000.0,19803,FAIRFAX,Brandywine,Yes,Detached,0.14,1380.0,1380.0,0.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,Brick,1951
DENC512540,339000.0,19803,FAIRFAX,Brandywine,No,Detached,0.14,1350.0,1350.0,0.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,Brick,1951
DENC503110,337900.0,19803,BLUE ROCK MANOR,Brandywine,No,Detached,0.16,1800.0,1300.0,500.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,Brick,1955
DENC522984,325000.0,19803,MCDANIEL HEIGHTS,Brandywine,No,Detached,0.14,1400.0,1400.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1945
DENC518092,334900.0,19803,FAIRFAX,Brandywine,Yes,Detached,0.25,3160.0,1900.0,1260.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,Brick,1955
DENC510480,319900.0,19803,CHATHAM,Brandywine,Yes,Detached,0.27,1450.0,1450.0,0.0,3.0,2.0,Main,Yes,Public,Yes,Yes,Brick,1960
DENC507340,330000.0,19803,MAYFIELD,Brandywine,No,Detached,0.16,2408.0,1800.0,608.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1954
DENC504188,334999.0,19803,BLUE ROCK MANOR,Brandywine,No,Detached,0.22,1375.0,1375.0,0.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,Brick,1956
DENC508194,334900.0,19803,MCDANIEL HEIGHTS,Brandywine,Yes,Detached,0.19,1425.0,1425.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,No,"Brick,VinylSiding",1954
DENC517972,339900.0,19803,GRAYLYN CREST,Brandywine,No,Detached,0.19,3047.0,2075.0,972.0,4.0,3.0,"Lower1,Lower2,Main,Upper1",Yes,Public,Yes,Yes,"Frame,Stone",1955
DENC509986,339900.0,19803,FAIRFAX,Brandywine,No,Detached,0.27,1750.0,1750.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,Brick,VinylSiding",1951
DENC508726,344900.0,19803,GRAYLYN CREST,Brandywine,Yes,Detached,0.24,3397.0,2425.0,972.0,4.0,3.0,"Lower1,Upper1,Upper2",Yes,Community,Yes,Yes,"Stone,VinylSiding",1957
DENC507432,330000.0,19803,DEERHURST,Brandywine,Yes,Detached,0.17,1900.0,1900.0,0.0,5.0,3.0,"Main,Upper1",Yes,Public,No,Yes,"AluminumSiding,Brick,VinylSiding",1946
DENC506660,320000.0,19803,FAIRFAX,Brandywine,No,Detached,0.14,1350.0,1350.0,0.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,Brick,1950
DENC505116,349000.0,19803,BLUE ROCK MANOR,Brandywine,No,Detached,0.19,0.0,0.0,0.0,3.0,2.0,"Lower1,Upper1",Yes,Public,Yes,No,"Brick,VinylSiding",1956
DENC511032,325000.0,19803,BLUE ROCK MANOR,Brandywine,No,Detached,0.25,1650.0,1650.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,Brick,1949
DENC507110,334900.0,19803,MCDANIEL CREST,Brandywine,Yes,Detached,0.15,1683.0,1683.0,0.0,3.0,2.0,Upper1,Yes,Public,Yes,Yes,"Brick,VinylSiding",1950
DENC507244,329900.0,19803,COLONIAL WOODS,Brandywine,No,Detached,0.19,1700.0,1700.0,0.0,4.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Asbestos,Brick",1960
DENC505524,349900.0,19803,OAK LANE MANOR,Brandywine,No,Detached,0.23,1775.0,1775.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,No,Yes,"AluminumSiding,Brick,VinylSiding",1955
DENC511000,349900.0,19803,MCDANIEL CREST,Brandywine,Yes,Detached,0.17,2976.0,1800.0,1176.0,3.0,3.0,"Main,Upper1,Upper2",Yes,Public,No,No,Brick,1958
DENC522900,339900.0,19803,MCDANIEL CREST,Brandywine,No,Detached,0.15,1725.0,1725.0,0.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,"AluminumSiding,Stucco,VinylSiding",1947
DENC510310,335000.0,19803,FAIRFAX,Brandywine,No,Detached,0.14,1775.0,1775.0,0.0,3.0,1.0,"Main,Upper1",Yes,Public,Yes,No,Brick,1955
DENC502998,325000.0,19803,MCDANIEL HEIGHTS,Brandywine,No,Detached,0.34,1550.0,1550.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,No,"Cedar,WoodSiding",1935
DENC501760,334900.0,19803,GRAYLYN CREST,Brandywine,Yes,Detached,0.23,1974.0,1650.0,324.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,Frame",1958
DENC510126,325000.0,19803,GRAYLYN CREST,Brandywine,No,Detached,0.32,2398.0,1800.0,598.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,Brick,1957
DENC511654,339900.0,19803,OAK LANE MANOR,Brandywine,No,Detached,0.23,3037.0,1975.0,1062.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Brick,VinylSiding",1955
DENC513272,329900.0,19803,GREEN ACRES,Brandywine,No,Detached,0.19,2600.0,1300.0,1300.0,4.0,2.0,"Lower1,Main",Yes,Public,Yes,No,"Brick,Frame",1958
DENC513076,319000.0,19803,CONCORD HILLS,Brandywine,Yes,Detached,0.55,2150.0,2150.0,0.0,4.0,3.0,"Main,Upper1",Yes,Well,Yes,Yes,"Brick,VinylSiding",1960
DENC509240,319900.0,19803,CHATHAM,Brandywine,No,Detached,0.23,2623.0,1975.0,648.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"Asbestos,Brick",1960
DENC510858,354900.0,19803,FAIRFAX,Brandywine,No,Detached,0.14,1875.0,1875.0,0.0,4.0,2.0,"Main,Upper1",Yes,Public,Yes,No,"Brick,Frame,VinylSiding",1951
DENC522232,330000.0,19803,FAIRFAX,Brandywine,Yes,Detached,0.14,1600.0,1600.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,Frame",1950
DENC520082,339900.0,19803,FAIRFAX,Brandywine,No,Detached,0.14,1750.0,1750.0,0.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,No,Brick,1955
DENC517858,349000.0,19803,CARRCROFT CREST,Brandywine,Yes,Detached,0.29,2300.0,2300.0,0.0,3.0,2.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"BattsInsulation,BlownInInsulation,Concrete,Frame,Masonry,MixedPlumbing,Stone,Tile,WoodSiding",1949
DENC509772,350000.0,19803,GREEN ACRES,Brandywine,Yes,Detached,0.19,2865.0,2175.0,690.0,4.0,3.0,"Lower1,Main,Upper1",Yes,Public,Yes,Yes,"AluminumSiding,Brick,VinylSiding",1958
DENC524972,339900.0,19803,FAIRFAX,Brandywine,No,Detached,0.18,1500.0,1500.0,0.0,3.0,2.0,"Main,Upper1",Yes,Public,Yes,Yes,Brick,1954
DENC523168,328000.0,19803,FAIRFAX,Brandywine,No,Detached,0.14,2810.0,1850.0,960.0,3.0,3.0,"Lower1,Main,Upper1",Yes,Public,No,Yes,"Brick,Stone",1955
DENC517692,347900.0,19803,MCDANIEL CREST,Brandywine,No,Detached,0.18,1600.0,1600.0,0.0,3.0,2.0,"Lower1,Upper1",Yes,Public,No,Yes,"Brick,VinylSiding",1956
