MLSNumber,Orig_List_Price,Zip_Code,Subdivision,School_District,HOA_YN,Structure_Type,Acres,Age,InteriorSqFt,AboveGradeSqFt,BelowGradeSqFt,Bedrooms,Baths,BathsFull,Design,Style,NumberofStories,Central_Air_YN,Cooling,PrimaryHeat,HeatDelivery,HotWater,Water,Sewer,Basement_YN,Garage_YN,ExteriorMaterial,LotFrontage,LotDepth,LotSqFt,LotAcres,YearBuilt
DENC524402,375000.0,19802,BRANDYWINE HILLS,Brandywine,No,Detached,0.26,1950.0,1550.0,1550.0,0.0,3.0,2.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,90.0,125.0,11326,0.26,1950
DENC2006972,410000.0,19802,BRANDYWINE HILLS,Brandywine,No,Detached,0.3,1954.0,1975.0,1975.0,0.0,4.0,3.0,2.0,TwoandaHalf,Colonial,"Lower1,Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,120.0,128.4,13068,0.3,1954
DENC2003122,395000.0,19802,BAYNARD BOULEVARD,Red Clay Consolidated,No,Detached,0.15,1910.0,2850.0,2850.0,0.0,5.0,3.0,2.0,Three,Colonial,"Main,Upper1,Upper2",No,WindowUnits,NaturalGas,BaseboardHotWater,NaturalGas,Public,PublicSewer,Yes,Yes,"Frame,Stone",40.1,172.0,6534,0.15,1910
DENC2006490,374900.0,19802,TRIANGLE,Red Clay Consolidated,No,Detached,0.07,1921.0,1725.0,1725.0,0.0,4.0,3.0,2.0,Three,Colonial,"Lower1,Main,Upper1,Upper2",No,WallUnit,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,Brick,0.0,0.0,3049,0.07,1921
DENC2018884,390000.0,19802,WILM #04,Red Clay Consolidated,No,Detached,0.06,1914.0,2416.0,2416.0,0.0,5.0,3.0,2.0,Three,Colonial,"Lower1,Main,Upper1,Upper2",No,WindowUnits,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,Yes,"Frame,Stucco",29.0,90.0,2613,0.06,1914
DENC526440,375000.0,19802,TRIANGLE,Red Clay Consolidated,No,Twin/Semi-Detached,0.08,1914.0,2150.0,2150.0,0.0,4.0,2.0,1.0,Four,Tudor,"Main,Upper1,Upper2",No,WindowUnits,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,"Stone,Stucco",35.0,100.0,3485,0.08,1914
DENC2012670,380000.0,19802,BRANDYWINE PARK,Brandywine,No,Detached,0.16,1920.0,3640.0,3225.0,415.0,3.0,5.0,3.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,55.0,130.0,6970,0.16,1920
DENC2014490,445000.0,19802,BRANDYWINE HILLS,Brandywine,Yes,Detached,0.39,1940.0,2325.0,2325.0,0.0,3.0,3.0,2.0,Two,Colonial,"Lower1,Main,Upper1",No,WindowUnits,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Stone",135.0,131.3,16988,0.39,1940
DENC2017050,439900.0,19802,TRIANGLE,Red Clay Consolidated,No,Detached,0.09,1926.0,2450.0,2450.0,0.0,4.0,2.0,2.0,Two,Colonial,"Main,Upper1",No,DuctlessMiniSplit,NaturalGas,90ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Frame,Stone",50.0,80.0,3920,0.09,1926
DENC522748,399900.0,19802,BRANDYWINE HILLS,Brandywine,Yes,Detached,0.27,1952.0,1800.0,1800.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Oil,Public,PublicSeptic,Yes,Yes,Brick,57.9,130.3,11761,0.27,1952
DENC2021430,425000.0,19802,TRIANGLE,Red Clay Consolidated,No,Detached,0.08,1921.0,1883.0,1883.0,0.0,5.0,2.0,2.0,Three,Reverse,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,Brick,32.5,100.0,3485,0.08,1921
DENC2021976,249900.0,19802,TRIANGLE,Red Clay Consolidated,No,Detached,0.08,1904.0,1700.0,1700.0,0.0,5.0,3.0,2.0,Three,Traditional,"Lower1,Lower2,Main,Upper1,Upper3",Yes,CentralAC,NaturalGas,HeatPumpGasBackUp,NaturalGas,Public,PublicSewer,Yes,No,Brick,30.0,100.0,3485,0.08,1904
DENC2006938,479900.0,19802,TRIANGLE,Red Clay Consolidated,No,Detached,0.1,1921.0,3050.0,3050.0,0.0,4.0,3.0,2.0,Three,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,HotWater,Electric,Public,PublicSewer,Yes,No,Stone,50.0,90.0,4356,0.1,1921
DENC2002642,550000.0,19802,CONCORD HEIGHTS,Red Clay Consolidated,No,Twin/Semi-Detached,0.14,1933.0,4550.0,4550.0,0.0,8.0,6.0,6.0,Three,Other,"Main,Upper1",No,None,NaturalGas,"Central,Radiator",NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,Stucco",60.0,100.0,6098,0.14,1933
DENC2001266,550000.0,19802,WILM #04,Red Clay Consolidated,No,Detached,0.15,1900.0,3600.0,3600.0,0.0,7.0,4.0,3.0,Three,Colonial,"Lower1,Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,"HotWater,ProgrammableThermostat,Radiator,Zoned",NaturalGas,Public,PublicSewer,Yes,Yes,Stone,85.8,100.0,6534,0.15,1900
DENC2016624,599900.0,19802,BRANDYWINE HILLS,Brandywine,Yes,Detached,0.2,2007.0,2950.0,2450.0,500.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicHookUpAvail,Yes,Yes,VinylSiding,80.0,107.4,8712,0.2,2007
DENC528964,649000.0,19802,BRANDYWINE HILLS,Brandywine,Yes,Detached,0.42,1937.0,2575.0,2575.0,0.0,4.0,4.0,3.0,Three,Colonial,"Main,Upper1,Upper2",Yes,"CentralAC,Zoned",NaturalGas,HotWater,NaturalGas,Public,"PublicSeptic,PublicSewer",Yes,Yes,"AluminumSiding,Stone",100.0,185.1,18295,0.42,1937
DENC519870,199000.0,19801,TRINITY VICINITY,Christina,No,Interior Row/Townhouse,0.02,1885.0,1200.0,1200.0,0.0,2.0,2.0,2.0,Three,Victorian,"Upper1,Upper2",Yes,"CeilingFans,CentralAC",NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,14.8,65.0,871,0.02,1880
DENC513236,199900.0,19801,DUNLEITH,Colonial,No,Detached,0.14,1950.0,1150.0,1150.0,0.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,Electric,"ForcedAir,HeatPumpElectricBackUp",Electric,Public,PublicSewer,No,No,VinylSiding,65.0,113.8,6098,0.14,1950
DENC509200,199900.0,19801,WILM #16,Christina,No,Interior Row/Townhouse,0.03,1879.0,1900.0,1900.0,0.0,3.0,3.0,2.0,Three,"Colonial,Traditional","Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,16.5,72.0,1307,0.03,1879
DENC521972,199900.0,19801,DUNLEITH,Colonial,No,Detached,0.13,1950.0,0.0,0.0,0.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,No,"AluminumSiding,VinylSiding",50.0,110.2,5662,0.13,1950
DENC498226,199900.0,19801,TRINITY VICINITY,Christina,No,Interior Row/Townhouse,0.2,1880.0,0.0,0.0,0.0,3.0,2.0,2.0,Three,StraightThru,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,No,No,"Brick,Stone,WoodSiding",14.8,65.0,871,0.02,1880
DENC521006,209900.0,19801,DUNLEITH,Colonial,No,Detached,0.14,2020.0,0.0,0.0,0.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,"Central,ForcedAir",Electric,Public,PublicSewer,No,No,AluminumSiding,55.0,110.0,6098,0.14,2020
DENC517712,220000.0,19801,TRINITY VICINITY,Red Clay Consolidated,No,Twin/Semi-Detached,0.05,1889.0,1575.0,1575.0,0.0,3.0,2.0,1.0,Two,StraightThru,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,Stone",21.5,100.0,2178,0.05,1889
DENC508788,209900.0,19801,WILM #16,Christina,No,Interior Row/Townhouse,0.03,1894.0,1925.0,1925.0,0.0,3.0,3.0,2.0,Three,Traditional,"Main,Upper1,Upper2",Yes,CentralAC,Electric,"ForcedAir,HeatPumps",Electric,Public,PublicSewer,Yes,No,Brick,17.0,65.5,1307,0.03,1894
DENC522128,224900.0,19801,WILM,Red Clay Consolidated,No,Detached,0.03,1904.0,1450.0,1450.0,0.0,3.0,1.0,1.0,Two,Traditional,"Main,Upper1",No,WindowUnits,NaturalGas,Radiator,NaturalGas,Public,PublicSewer,Yes,No,Brick,15.0,85.0,1306,0.03,1904
DENC497598,225000.0,19801,TRINITY VICINITY,Christina,No,Interior Row/Townhouse,0.03,1875.0,1775.0,1775.0,0.0,3.0,2.0,1.0,Three,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,18.1,60.0,1307,0.03,1880
DENC518248,211000.0,19801,QUAKER HILL,Christina,No,Interior Row/Townhouse,0.05,1900.0,0.0,0.0,0.0,3.0,3.0,2.0,Three,Traditional,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,Stucco",20.0,102.0,2178,0.05,1900
DENC507674,239900.0,19801,WILMINGTON,Christina,No,End of Row/Townhouse,0.03,1880.0,1425.0,1425.0,0.0,4.0,2.0,2.0,Three,Traditional,Main,Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,Yes,No,"Brick,Stucco",18.9,60.0,1307,0.03,1880
DENC510272,239900.0,19801,WILM #10,Red Clay Consolidated,No,Twin/Semi-Detached,0.03,1905.0,1325.0,1325.0,0.0,3.0,2.0,1.0,Two,StraightThru,"Lower1,Main,Upper1",Yes,CentralAC,NatGasAvail,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,17.1,65.8,1307,0.03,1905
DENC519030,220000.0,19801,MIDTOWN BRANDYWINE,Red Clay Consolidated,No,End of Row/Townhouse,0.03,1900.0,0.0,0.0,0.0,2.0,2.0,1.0,Two,Colonial,"Main,Upper1",No,None,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,Stucco",15.8,73.0,1307,0.03,1900
DENC499180,229900.0,19801,NONE AVAILABLE,Red Clay Consolidated,No,Interior Row/Townhouse,0.03,1920.0,1575.0,1575.0,0.0,3.0,3.0,2.0,Two,"Other,Traditional","Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSeptic,Yes,No,Brick,15.0,95.0,1307,0.03,1920
DENC499384,240000.0,19801,NONE AVAILABLE,Red Clay Consolidated,No,End of Row/Townhouse,0.05,1920.0,1600.0,1600.0,0.0,3.0,3.0,2.0,Two,Traditional,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,22.5,100.0,2178,0.05,1920
DENC508034,225000.0,19801,TRINITY VICINITY,Christina,No,Interior Row/Townhouse,0.03,1900.0,1600.0,1600.0,0.0,3.0,2.0,2.0,Three,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,16.0,70.0,1307,0.03,1900
DENC510610,259900.0,19801,TRINITY VICINITY,Christina,No,Twin/Semi-Detached,0.05,1920.0,2600.0,2600.0,0.0,3.0,3.0,2.0,Three,StraightThru,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,"Brick,Stone",22.8,95.0,2178,0.05,1920
DENC524908,215000.0,19801,WILMINGTON,Red Clay Consolidated,No,Interior Row/Townhouse,0.03,1920.0,1175.0,1175.0,0.0,2.0,1.0,1.0,Two,Traditional,"Main,Upper1",Yes,"CeilingFans,CentralAC",Electric,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,15.0,91.0,1307,0.03,1920
DENC522174,250000.0,19801,WILM #10,Red Clay Consolidated,No,Twin/Semi-Detached,0.03,1920.0,1775.0,1775.0,0.0,2.0,2.0,2.0,Three,"Colonial,Federal","Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,19.9,74.5,1307,0.03,1920
DENC505238,259000.0,19801,TRINITY VICINITY,Christina,No,Twin/Semi-Detached,0.09,1882.0,2550.0,2550.0,0.0,4.0,4.0,3.0,Three,StraightThru,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,Stone,Stucco,VinylSiding",25.0,150.0,3920,0.09,1882
DENC522548,249900.0,19801,TRINITY VICINITY,Christina,No,Interior Row/Townhouse,0.03,1880.0,2100.0,2100.0,0.0,4.0,2.0,2.0,Four,Victorian,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,20.0,64.0,1307,0.03,1880
DENC524046,255000.0,19801,RIVER TOWER CHRIST L,Christina,No,Unit/Flat/Apartment,0.0,2007.0,1275.0,1275.0,0.0,2.0,2.0,2.0,One,Contemporary,Main,Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,No,Yes,Brick,0.0,0.0,0,0.0,2007
DENC506286,289000.0,19801,RIVER TOWER CHRIST L,Christina,No,Unit/Flat/Apartment,0.0,2007.0,1475.0,1475.0,0.0,3.0,2.0,2.0,One,CondoUnit,Main,Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,No,No,"CementSiding,Concrete,Glass,Masonry,MetalSiding",0.0,0.0,0,0.0,2007
DENC520342,289000.0,19801,TRINITY VICINITY,Christina,No,Twin/Semi-Detached,0.09,1882.0,2550.0,2550.0,0.0,4.0,4.0,3.0,Four,StraightThru,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,Stucco",25.0,150.0,3920,0.09,1882
DENC492210,319900.0,19801,CHRISTINA LANDING,Christina,Yes,Interior Row/Townhouse,0.03,2005.0,2400.0,2400.0,0.0,2.0,3.0,2.0,Three,Colonial,"Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,Yes,"Brick,VinylSiding",0.0,0.0,1307,0.03,2005
DENC513260,299900.0,19801,MIDTOWN BRANDYWINE,Red Clay Consolidated,No,Interior Row/Townhouse,0.04,1905.0,2125.0,2125.0,0.0,4.0,2.0,2.0,Three,StraightThru,"Lower1,Upper1",Yes,CentralAC,Oil,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,Stone",16.0,94.0,1742,0.04,1905
DENC505044,315000.0,19801,MIDTOWN BRANDYWINE,Red Clay Consolidated,No,Interior Row/Townhouse,0.03,1920.0,1725.0,1725.0,0.0,3.0,4.0,3.0,TwoandaHalf,StraightThru,"Lower1,Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,Other,Public,PublicSewer,Yes,No,Brick,16.0,92.0,1307,0.03,1920
DENC502938,319000.0,19801,RIVER TOWER CHRIST L,Christina,No,Unit/Flat/Apartment,0.0,2007.0,1475.0,1475.0,0.0,2.0,2.0,2.0,One,Contemporary,Main,Yes,CentralAC,Electric,HeatPumps,Other,Public,PublicSeptic,No,No,Mixed,0.0,0.0,0,0.0,2007
DENC497800,320000.0,19801,MIDTOWN BRANDYWINE,Red Clay Consolidated,No,Twin/Semi-Detached,0.04,1909.0,2225.0,2225.0,0.0,3.0,3.0,2.0,Three,StraightThru,"Lower1,Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,20.1,95.0,1742,0.04,1909
DENC504186,330000.0,19801,MIDTOWN BRANDYWINE,Red Clay Consolidated,No,Interior Row/Townhouse,0.04,1905.0,2125.0,2125.0,0.0,4.0,4.0,3.0,Three,Victorian,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,16.0,94.0,1742,0.04,1905
DENC512208,334999.0,19801,CHRISTINA LANDING,Christina,Yes,Interior Row/Townhouse,0.03,2005.0,2400.0,2400.0,0.0,3.0,3.0,2.0,Three,"Contemporary,Traditional,Villa","Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",0.0,0.0,1307,0.03,2005
DENC519242,350000.0,19801,RIVER TOWER CHRIST L,Christina,No,Unit/Flat/Apartment,0.0,2007.0,1350.0,1350.0,0.0,2.0,2.0,2.0,One,Contemporary,Main,Yes,CentralAC,Electric,HeatPumps,Other,Public,PublicSewer,No,No,Brick,0.0,0.0,0,0.0,2007
DENC505126,350000.0,19801,CHRISTINA LANDING,Christina,Yes,End of Row/Townhouse,0.04,2005.0,2450.0,2450.0,0.0,3.0,4.0,3.0,Three,Other,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,1742,0.04,2005
DENC502966,369900.0,19801,MIDTOWN BRANDYWINE,Red Clay Consolidated,No,End of Row/Townhouse,0.05,1920.0,2300.0,2300.0,0.0,4.0,3.0,2.0,Three,Colonial,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,0.0,0.0,2178,0.05,1920
DENC498896,379900.0,19801,CHRISTINA LANDING,Christina,Yes,Twin/Semi-Detached,0.04,2005.0,2450.0,2450.0,0.0,3.0,4.0,3.0,Three,Contemporary,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,1742,0.04,2005
DENC520880,389900.0,19801,CHRISTINA LANDING,Christina,Yes,Interior Row/Townhouse,0.03,2005.0,2400.0,2400.0,0.0,3.0,4.0,3.0,Three,SidebySide,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,1307,0.03,2005
DENC518072,379900.0,19801,CHRISTINA LANDING,Christina,No,Interior Row/Townhouse,0.03,2005.0,2400.0,2400.0,0.0,3.0,4.0,3.0,Three,Contemporary,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,1307,0.03,2005
DENC519686,405000.0,19801,CHRISTINA LANDING,Christina,Yes,Twin/Semi-Detached,0.03,2005.0,2400.0,2400.0,0.0,3.0,4.0,3.0,Three,AFrame,Main,Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,1307,0.03,2005
DENC511218,479000.0,19801,MIDTOWN BRANDYWINE,Red Clay Consolidated,No,End of Row/Townhouse,0.05,1920.0,1950.0,1950.0,0.0,3.0,3.0,2.0,Three,"SidebySide,Traditional","Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,"Central,ForcedAir",NaturalGas,Public,PublicSewer,Yes,No,Brick,24.5,94.0,2178,0.05,1920
DENC2019284,200000.0,19801,NONE AVAILABLE,Christina,No,End of Row/Townhouse,0.05,1880.0,2350.0,2350.0,0.0,7.0,2.0,2.0,Three,Traditional,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,No,No,Brick,26.0,80.0,2178,0.05,1880
DENC509064,195000.0,19720,CHELSEA ESTATES,Colonial,No,Detached,0.13,1952.0,1400.0,1400.0,0.0,3.0,1.0,1.0,One,CapeCod,Main,Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,No,No,VinylSiding,55.0,100.0,5663,0.13,1952
DENC2013992,200000.0,19801,CHRISTINA LANDING,Christina,Yes,Unit/Flat/Apartment,0.0,2007.0,825.0,825.0,0.0,1.0,1.0,1.0,One,Contemporary,Main,Yes,CentralAC,Electric,ForcedAir,Other,Public,PublicSewer,No,Yes,Combination,0.0,0.0,0,0.0,2007
DENC2010800,219000.0,19801,RIVER TOWER CHRIST L,Christina,No,Unit/Flat/Apartment,0.0,2007.0,1025.0,1025.0,0.0,1.0,1.0,1.0,One,CondoUnit,Main,Yes,CentralAC,Other,Other,Other,Public,PublicSewer,No,No,Concrete,0.0,0.0,0,0.0,2007
DENC2008638,199900.0,19801,TRINITY VICINITY,Christina,No,Interior Row/Townhouse,0.04,1900.0,1550.0,1550.0,0.0,3.0,2.0,1.0,Three,Traditional,"Main,Upper1,Upper2",No,DuctlessMiniSplit,NaturalGas,Radiator,NaturalGas,Public,PublicSewer,Yes,No,Brick,15.5,97.0,1742,0.04,1900
DENC2004412,189900.0,19801,MCCAULLEY COURT,Christina,Yes,Interior Row/Townhouse,0.02,1999.0,1970.0,1970.0,0.0,3.0,4.0,2.0,Three,"Other,Transitional","Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",20.0,34.0,871,0.02,1999
DENC2001618,200000.0,19801,NONE AVAILABLE,Christina,No,Interior Row/Townhouse,0.04,1920.0,0.0,0.0,0.0,3.0,3.0,2.0,Three,Traditional,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,90ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,17.0,92.0,1742,0.04,1920
DENC2019708,204900.0,19801,DUNLEITH,Colonial,No,Detached,0.14,1950.0,875.0,875.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,No,Stucco,55.0,110.0,6098,0.14,1950
DENC2016450,205000.0,19801,DUNLEITH,Colonial,No,Detached,0.14,1950.0,1075.0,1075.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,"Central,ForcedAir",NaturalGas,Public,PublicSewer,No,No,"Concrete,Stucco",52.7,110.0,6098,0.14,1950
DENC2011690,220000.0,19801,MCCAULLEY COURT,Christina,No,Interior Row/Townhouse,0.03,2006.0,2090.0,1750.0,340.0,3.0,3.0,2.0,Three,Traditional,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,NoSepticSystem,Yes,Yes,"AluminumSiding,Brick,VinylSiding",0.0,0.0,1307,0.03,2006
DENC2000496,189900.0,19801,NONE AVAILABLE,Christina,No,End of Row/Townhouse,0.05,1982.0,1862.0,1550.0,312.0,4.0,3.0,2.0,Three,SidebySide,"Lower1,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,"Electric,NaturalGas",Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",21.5,100.0,2178,0.05,1982
DENC526748,230000.0,19801,NONE AVAILABLE,Christina,No,Interior Row/Townhouse,0.04,1983.0,1250.0,1250.0,0.0,2.0,2.0,1.0,Two,SidebySide,Main,Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,16.0,100.0,1742,0.04,1983
DENC2009862,195000.0,19801,MCCAULLEY COURT,Christina,Yes,End of Row/Townhouse,0.02,1999.0,1970.0,1650.0,320.0,3.0,4.0,2.0,Three,Other,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",20.3,48.0,871,0.02,1999
DENC2017288,219900.0,19801,NONE AVAILABLE,Red Clay Consolidated,No,Interior Row/Townhouse,0.03,1909.0,1450.0,1450.0,0.0,2.0,2.0,2.0,Three,Traditional,"Main,Upper1",Yes,CentralAC,NaturalGas,Central,Electric,Public,PublicSewer,Yes,No,Brick,16.0,100.0,1306,0.03,1909
DENC2003638,209900.0,19801,DUNLEITH,Colonial,No,Detached,0.14,1950.0,0.0,0.0,0.0,4.0,2.0,2.0,One,Rancher,Main,No,Other,Other,Other,Other,Public,PublicSewer,No,No,Brick,55.0,110.0,6098,0.14,1950
DENC524280,234999.0,19801,TRINITY VICINITY,Christina,No,Twin/Semi-Detached,0.05,1889.0,1575.0,1575.0,0.0,3.0,2.0,2.0,Two,Traditional,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,NoSepticSystem,Yes,No,Brick,21.5,100.0,2178,0.05,1889
DENC521506,227500.0,19801,TRINITY VICINITY,Christina,No,End of Row/Townhouse,0.04,1880.0,1475.0,1475.0,0.0,3.0,2.0,1.0,Two,Victorian,"Main,Upper1",No,WindowUnits,NaturalGas,"HotWater,Radiator",NaturalGas,Public,PublicSewer,Yes,No,"Brick,Stucco",31.0,60.0,1742,0.04,1880
DENC2016496,235000.0,19801,WILM #21,Christina,No,Interior Row/Townhouse,0.04,1890.0,2250.0,2250.0,0.0,4.0,3.0,2.0,Three,Victorian,Main,Yes,CentralAC,Electric,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,20.0,85.4,1742,0.04,1890
DENC520046,359900.0,19801,QUAKER HILL,Christina,No,End of Row/Townhouse,0.02,1868.0,1825.0,1825.0,0.0,2.0,3.0,2.0,Four,StraightThru,"Lower1,Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,16.5,60.0,871,0.02,1900
DENC2021584,225000.0,19801,MCCAULLEY COURT,Christina,Yes,End of Row/Townhouse,0.02,1999.0,1970.0,1650.0,320.0,3.0,4.0,2.0,Two,Traditional,"Lower1,Main,Upper1",Yes,CentralAC,Electric,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",22.3,37.0,871,0.02,1999
DENC2020750,238750.0,19801,TRINITY VICINITY,Christina,No,Interior Row/Townhouse,0.02,1900.0,1625.0,1625.0,0.0,3.0,2.0,2.0,Three,Colonial,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,NoSepticSystem,Yes,No,"Brick,VinylSiding",15.0,70.0,871,0.02,1900
DENC2014614,239900.0,19801,WILM #16,Christina,No,Interior Row/Townhouse,0.03,1879.0,1900.0,1900.0,0.0,3.0,3.0,2.0,Three,Traditional,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,16.5,72.0,1307,0.03,1879
DENC2002662,279900.0,19801,WILM,Christina,No,End of Row/Townhouse,0.03,1890.0,1350.0,1350.0,0.0,2.0,2.0,1.0,Two,Other,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,16.0,87.0,1307,0.03,1890
