Orig_List_Price,Zip_Code,Subdivision,School_District,HOA_YN,Structure_Type,Acres,Age,InteriorSqFt,AboveGradeSqFt,BelowGradeSqFt,Bedrooms,Baths,BathsFull,Design,Style,NumberofStories,Central_Air_YN,Cooling,PrimaryHeat,HeatDelivery,HotWater,Water,Sewer,Basement_YN,Garage_YN,ExteriorMaterial,LotFrontage,LotDepth,LotSqFt,LotAcres,YearBuilt
334900.0,19804,LYNDALIA,Red Clay Consolidated,No,Detached,0.24,1946.0,1900.0,1900.0,0.0,5.0,2.0,2.0,OneandaHalf,CapeCod,"Main,Upper1",Yes,"CeilingFans,CentralAC",NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"CopperPlumbing,CPVCPVC,Stucco",75.0,140.0,10454,0.24,1946
325000.0,19804,NONE AVAILABLE,Red Clay Consolidated,Yes,Detached,0.72,1962.0,4611.0,3225.0,1386.0,4.0,3.0,3.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,"ForcedAir,HeatPumpElectricBackUp",NaturalGas,Public,NoSepticSystem,Yes,Yes,Brick,162.2,200.0,31363,0.72,1962
325000.0,19804,BOXWOOD ADDITION,Red Clay Consolidated,No,Detached,0.14,2014.0,2000.0,2000.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,VinylSiding",0.0,0.0,6098,0.14,2014
329900.0,19804,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.23,2018.0,1350.0,1350.0,0.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Stone,VinylSiding",0.0,0.0,10019,0.23,2018
349900.0,19804,STONEHURST,Red Clay Consolidated,No,Detached,0.0,1958.0,2750.0,2750.0,0.0,3.0,4.0,3.0,Two,CapeCod,"Lower1,Main,Upper1",No,"DuctlessMiniSplit,WindowUnits",Oil,HotWater,Electric,Public,PublicSewer,Yes,Yes,Brick,57.0,123.4,6534,0.15,1958
290000.0,19804,GLEN BERNE ESTATES,Red Clay Consolidated,Yes,Detached,0.38,1955.0,1475.0,1475.0,0.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,"CeilingFans,CentralAC",NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,Stucco",100.0,170.0,16552,0.38,1955
339000.0,19804,BOXWOOD ADDITION,Red Clay Consolidated,No,Detached,0.15,2007.0,1450.0,1450.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Other,Other,Other,Public,PublicSewer,Yes,Yes,"Stone,VinylSiding",0.0,0.0,6534,0.15,2007
349900.0,19804,NONE AVAILABLE,Red Clay Consolidated,No,Detached,0.25,1920.0,2450.0,2450.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Frame,VinylSiding",80.0,135.0,10890,0.25,1920
350000.0,19804,ROLLING HILLS,Red Clay Consolidated,No,Detached,0.18,1956.0,2820.0,2400.0,420.0,5.0,3.0,3.0,Two,"Colonial,Other","Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,VinylSiding",70.0,110.0,7841,0.18,1956
385000.0,19804,MIDDLEBORO MANOR,Red Clay Consolidated,No,Detached,0.6,1898.0,2739.0,2739.0,0.0,5.0,3.0,3.0,Three,FarmhouseNationalFolk,"Main,Upper1,Upper2",Yes,CentralAC,NaturalGas,"BaseboardElectric,Radiator",NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,CopperPlumbing",153.1,170.7,26136,0.6,1902
449900.0,19803,CONCORD MANOR,Brandywine,No,Detached,0.2,1997.0,2475.0,2475.0,0.0,4.0,3.0,2.0,Two,Colonial,Main,Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",70.0,123.2,8712,0.2,1997
330000.0,19803,GREEN ACRES,Brandywine,Yes,Detached,0.27,1978.0,2775.0,2175.0,600.0,4.0,3.0,2.0,Three,SplitLevel,"Main,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,BrickFront",89.4,130.0,11761,0.27,1958
209900.0,19803,LYNNFIELD,Brandywine,No,Detached,0.17,1953.0,1075.0,1075.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,65.0,115.0,7405,0.17,1953
220000.0,19803,BRANDYWINE HUNDRED,Brandywine,No,Detached,0.18,1955.0,1375.0,1375.0,0.0,3.0,2.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,No,VinylSiding,84.7,49.5,7841,0.18,1955
230000.0,19803,CONCORD MANOR,Brandywine,No,Detached,0.16,1955.0,1757.0,1325.0,432.0,2.0,1.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",60.0,115.0,6970,0.16,1955
232000.0,19803,CONCORD MANOR,Brandywine,No,Detached,0.16,1955.0,925.0,925.0,0.0,2.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",60.0,115.0,6970,0.16,1955
235000.0,19803,FAIRFAX,Brandywine,No,Detached,0.14,1951.0,2070.0,1700.0,370.0,3.0,2.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,60.0,100.0,6098,0.14,1951
239900.0,19803,NORTHWOOD,Brandywine,No,Detached,0.18,1955.0,1500.0,1500.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,Oil,ForcedAir,Electric,Public,PrivateSewer,No,No,"Stone,Stucco,VinylSiding",70.0,110.0,7841,0.18,1955
210000.0,19803,MCDANIEL CREST,Brandywine,Yes,Detached,0.18,1955.0,2380.0,1750.0,630.0,3.0,2.0,1.0,Two,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,No,Yes,"Brick,VinylSiding",65.0,120.0,7841,0.18,1955
229900.0,19803,MCDANIEL HEIGHTS,Brandywine,No,Detached,0.21,1936.0,1225.0,1225.0,0.0,2.0,1.0,1.0,Two,CapeCod,"Main,Upper1",No,WindowUnits,NaturalGas,HotWater,Electric,Public,PublicSewer,Yes,Yes,AluminumSiding,75.0,125.0,9148,0.21,1936
255000.0,19803,NORTHWOOD,Brandywine,No,Detached,0.21,1955.0,1300.0,1300.0,0.0,3.0,1.0,1.0,One,Rancher,"Main,Upper1",Yes,CentralAC,Oil,BaseboardHotWater,Electric,Public,PublicSewer,Yes,Yes,Brick,75.0,125.0,9148,0.21,1955
272500.0,19803,MCDANIEL CREST,Brandywine,No,Detached,0.15,1947.0,1425.0,1425.0,0.0,4.0,1.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",55.0,120.0,6534,0.15,1947
250000.0,19803,MCDANIEL CREST,Brandywine,No,Detached,0.15,1950.0,1311.0,1311.0,0.0,3.0,1.0,1.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Other,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",55.0,120.0,6534,0.15,1950
232500.0,19803,LYNNFIELD,Brandywine,Yes,Detached,0.21,1952.0,1075.0,1075.0,0.0,3.0,2.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,Brick,75.0,118.7,9148,0.21,1952
255000.0,19803,DELWOOD,Brandywine,No,Detached,0.19,1951.0,1325.0,1325.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Stone,Stucco",75.0,110.0,8276,0.19,1951
290000.0,19803,CARRCROFT,Brandywine,Yes,Detached,0.12,1958.0,1775.0,1225.0,550.0,3.0,2.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,HotWater,NaturalGas,Public,PublicSewer,Yes,No,Brick,50.0,100.0,5227,0.12,1958
317700.0,19803,MCDANIEL HEIGHTS,Brandywine,No,Twin/Semi-Detached,0.07,1991.0,3243.0,2550.0,693.0,3.0,4.0,2.0,Three,SidebySide,"Lower1,Main,Upper1",Yes,CentralAC,Electric,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",30.0,100.0,3049,0.07,1991
249000.0,19803,MCDANIEL CREST,Brandywine,No,Detached,0.17,1948.0,1200.0,1200.0,0.0,3.0,1.0,1.0,Two,CapeCod,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,"Electric,Oil",Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",60.5,125.0,7405,0.17,1948
232000.0,19803,GRAYLYN CREST,Brandywine,Yes,Detached,0.22,1955.0,2175.0,2175.0,0.0,4.0,3.0,2.0,OneandaHalf,SplitLevel,"Lower1,Upper1,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick",70.0,140.8,9583,0.22,1955
259900.0,19803,DELWOOD,Brandywine,No,Detached,0.19,1951.0,1325.0,1325.0,0.0,3.0,2.0,1.0,One,Rancher,Main,Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,No,Yes,"Stone,Stucco",75.0,110.0,8276,0.19,1951
265000.0,19803,MCDANIEL CREST,Brandywine,No,Detached,0.15,1950.0,1250.0,1250.0,0.0,3.0,2.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",55.0,120.0,6534,0.15,1950
269900.0,19803,CONCORD MANOR,Brandywine,No,Detached,0.2,1955.0,900.0,900.0,0.0,2.0,2.0,2.0,Two,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,HotWater,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",65.0,130.0,8712,0.2,1955
279000.0,19803,MCDANIEL CREST,Brandywine,No,Detached,0.15,1950.0,1200.0,1200.0,0.0,3.0,1.0,1.0,Two,Colonial,Main,Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,Frame",55.0,120.0,6534,0.15,1950
275000.0,19803,FAIRFAX,Brandywine,No,Detached,0.17,1955.0,1825.0,1825.0,0.0,4.0,3.0,1.0,Two,Colonial,"Main,Upper1",No,"CeilingFans,WallUnit",NaturalGas,BaseboardHotWater,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick",72.0,100.0,7405,0.17,1955
289900.0,19803,CONCORD MANOR,Brandywine,Yes,Detached,0.21,1938.0,1250.0,1250.0,0.0,3.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Brick,80.0,112.5,9147,0.21,1938
275000.0,19803,GREEN ACRES,Brandywine,Yes,Detached,0.19,1958.0,3040.0,2425.0,615.0,4.0,3.0,2.0,Three,SplitLevel,"Main,Upper2",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,70.0,120.0,8276,0.19,1958
274900.0,19803,BLUE ROCK MANOR,Brandywine,No,Detached,0.19,1955.0,1200.0,1200.0,0.0,3.0,3.0,2.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NatGasAvail,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,Stone",70.0,120.0,8276,0.19,1955
315000.0,19803,MAYFIELD,Brandywine,No,Detached,0.2,1953.0,2258.0,1650.0,608.0,4.0,3.0,1.0,TwoandaHalf,"SplitLevel,Traditional","Lower1,Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,Frame",57.9,121.8,8712,0.2,1953
279900.0,19803,CONCORD MANOR,Brandywine,Yes,Detached,0.1,1938.0,1980.0,1650.0,330.0,3.0,1.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Brick,40.0,110.0,4356,0.1,1938
279900.0,19803,GREEN ACRES,Brandywine,Yes,Detached,0.34,1958.0,1450.0,1450.0,0.0,3.0,3.0,1.0,OneandaHalf,SplitLevel,Main,Yes,CentralAC,NaturalGas,Central,NaturalGas,Public,PublicSewer,No,No,"Brick,VinylSiding",60.0,154.1,14810,0.34,1958
279000.0,19803,MCDANIEL CREST,Brandywine,Yes,Detached,0.14,1948.0,1150.0,1150.0,0.0,3.0,1.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Oil,HotWater,Electric,Public,PublicSewer,Yes,Yes,Brick,60.0,100.0,6098,0.14,1948
279000.0,19803,OAK LANE MANOR,Brandywine,Yes,Detached,0.22,1957.0,2780.0,2325.0,455.0,5.0,4.0,3.0,TwoandaHalf,Bilevel,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,BrickFront,80.0,125.0,9583,0.22,1957
269900.0,19803,BELLEWOOD,Brandywine,No,Detached,0.15,1955.0,1100.0,1100.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,No,"Brick,Frame",59.0,110.6,6534,0.15,1955
289900.0,19803,MCDANIEL CREST,Brandywine,Yes,Detached,0.24,1950.0,1375.0,1375.0,0.0,2.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Block,Brick,Frame",82.5,125.0,10454,0.24,1950
300000.0,19803,SHIPLEY RIDGE,Brandywine,No,Detached,0.5,1981.0,1825.0,1825.0,0.0,4.0,3.0,2.0,Two,Colonial,"Lower1,Main",Yes,CentralAC,Electric,EnergyStarHeatingSystem,Electric,Public,NoSepticApprvd,No,No,"AluminumSiding,VinylSiding",82.9,204.5,21780,0.5,1981
299900.0,19803,CONCORD MANOR,Brandywine,No,Detached,0.23,1983.0,1600.0,1600.0,0.0,3.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,Electric,HeatPumps,Electric,Public,PublicSewer,No,Yes,VinylSiding,60.0,173.7,10019,0.23,1983
305000.0,19803,NORTHWOOD,Brandywine,No,Detached,0.23,1956.0,1375.0,1375.0,0.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,Oil,HotWater,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",90.0,110.0,10019,0.23,1956
325000.0,19803,BLUE ROCK MANOR,Brandywine,No,Detached,0.15,1950.0,1375.0,1375.0,0.0,3.0,2.0,2.0,Two,CapeCod,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",50.0,130.0,6534,0.15,1950
279999.0,19803,BLUE ROCK MANOR,Brandywine,No,Detached,0.22,1955.0,1575.0,1575.0,0.0,3.0,1.0,1.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,93.0,102.5,9583,0.22,1955
339900.0,19803,GREENMEADOW,Brandywine,No,Detached,0.27,1959.0,1575.0,1575.0,0.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,70.0,170.6,11761,0.27,1959
260000.0,19803,BOULDER BROOK,Brandywine,No,Detached,1.12,1951.0,2840.0,2100.0,740.0,4.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,Frame",0.0,0.0,48787,1.12,1951
295000.0,19803,BELLEWOOD,Brandywine,No,Detached,0.19,1957.0,2700.0,2700.0,0.0,5.0,2.0,2.0,Two,CapeCod,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"Brick,Frame",78.7,110.6,8276,0.19,1957
285000.0,19803,FAIRFAX,Brandywine,No,Detached,0.15,1955.0,1700.0,1700.0,0.0,3.0,1.0,1.0,Two,Colonial,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",65.0,100.0,6534,0.15,1955
309900.0,19803,MCDANIEL HEIGHTS,Brandywine,Yes,Detached,0.19,1940.0,1925.0,1925.0,0.0,3.0,2.0,1.0,OneandaHalf,CapeCod,"Main,Upper1",No,"CeilingFans,WindowUnits","NatGasAvail,Oil",HotWater,Electric,Public,PublicSewer,No,No,"Brick,VinylSiding",70.0,120.0,8276,0.19,1940
299900.0,19803,LYNNFIELD,Brandywine,No,Detached,0.24,1953.0,0.0,0.0,0.0,3.0,2.0,1.0,One,Rancher,"Lower1,Main",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,No,"Brick,WoodSiding",90.0,115.0,10454,0.24,1953
334900.0,19803,FAIRFAX,Brandywine,No,Detached,0.15,1953.0,1675.0,1675.0,0.0,3.0,2.0,2.0,Two,CapeCod,"Main,Upper1",No,HeatPumps,"Electric,Oil","BaseboardHotWater,HeatPumpElectricBackUp",NaturalGas,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",60.0,110.0,6534,0.15,1953
349900.0,19803,CHATHAM,Brandywine,No,Detached,0.23,1960.0,1850.0,1850.0,0.0,4.0,3.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Asbestos,Brick",80.0,125.0,10019,0.23,1960
299900.0,19803,CARRCROFT,Brandywine,Yes,Detached,0.32,1958.0,2150.0,2150.0,0.0,3.0,2.0,1.0,Two,"Colonial,SplitLevel","Main,Upper1",Yes,CentralAC,NaturalGas,"BaseboardHotWater,Radiant",Electric,Public,PublicSewer,Yes,Yes,"Stone,VinylSiding,WoodSiding",100.0,140.0,13939,0.32,1958
299888.0,19803,BELLEWOOD,Brandywine,No,Detached,0.15,1957.0,2775.0,2775.0,0.0,3.0,2.0,2.0,Two,CapeCod,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Block,Brick",60.0,110.6,6534,0.15,1957
295000.0,19803,GREEN ACRES,Brandywine,Yes,Detached,0.25,1958.0,2450.0,2175.0,275.0,4.0,4.0,3.0,Four,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",120.1,130.9,10890,0.25,1958
309900.0,19803,MAYFIELD,Brandywine,Yes,Detached,0.18,1956.0,2258.0,1650.0,608.0,4.0,3.0,2.0,Two,"SplitLevel,Traditional","Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,HotWater,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",70.0,110.0,7841,0.18,1956
310000.0,19803,COLONIAL WOODS,Brandywine,No,Detached,0.17,1961.0,1700.0,1700.0,0.0,4.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Asbestos,Brick",73.5,102.5,7405,0.17,1961
324900.0,19803,SHELLBURNE,Brandywine,Yes,Detached,0.22,1960.0,2518.0,1800.0,718.0,3.0,2.0,2.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,92.0,105.0,9583,0.22,1960
294900.0,19803,GREENMEADOW,Brandywine,Yes,Detached,0.23,1955.0,1175.0,1175.0,0.0,3.0,2.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,Central,Other,Public,PublicSewer,Yes,No,"AluminumSiding,Brick,VinylSiding",115.1,82.5,10019,0.23,1955
312000.0,19803,BOULDER BROOK,Brandywine,Yes,Detached,0.38,1951.0,1100.0,1100.0,0.0,3.0,1.0,1.0,One,Rancher,Main,Yes,CentralAC,Oil,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",85.1,166.4,16553,0.38,1951
299900.0,19803,COLONIAL WOODS,Brandywine,No,Detached,0.17,1961.0,2598.0,1875.0,723.0,4.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",73.5,102.5,7405,0.17,1961
299000.0,19803,FAIRFAX,Brandywine,Yes,Detached,0.14,1955.0,2350.0,1700.0,650.0,3.0,2.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSeptic,Yes,Yes,"Brick,VinylSiding",60.0,100.0,6098,0.14,1955
300000.0,19803,CHATHAM,Brandywine,Yes,Detached,0.36,1962.0,1450.0,1450.0,0.0,3.0,2.0,2.0,One,Rancher,Main,Yes,"CeilingFans,CentralAC",NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Asbestos,Brick,VinylSiding",105.0,150.0,15682,0.36,1962
315000.0,19803,MCDANIEL HEIGHTS,Brandywine,No,Detached,0.29,1949.0,2595.0,2075.0,520.0,4.0,2.0,2.0,Three,CapeCod,"Lower1,Main,Upper1",Yes,CentralAC,Oil,Central,Electric,Public,PublicSewer,Yes,Yes,Brick,100.0,125.0,12632,0.29,1949
319900.0,19803,FAIRFAX,Brandywine,Yes,Detached,0.2,1957.0,2763.0,2075.0,688.0,3.0,1.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,95.9,87.0,8712,0.2,1957
319900.0,19803,MCDANIEL HEIGHTS,Brandywine,Yes,Detached,0.21,1973.0,2507.0,1625.0,882.0,4.0,3.0,2.0,Two,Bilevel,"Lower1,Main",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick",75.0,120.0,9148,0.21,1973
317500.0,19803,GRAYLYN CREST,Brandywine,No,Detached,0.17,1956.0,1944.0,1944.0,0.0,4.0,3.0,2.0,TwoandaHalf,SplitLevel,"Lower1,Main,Upper1,Upper2",Yes,CentralAC,"Electric,Oil",HeatPumpOilBackUp,Electric,Public,PublicSewer,Yes,Yes,Stone,65.0,115.0,7405,0.17,1956
299000.0,19803,MCDANIEL CREST,Brandywine,No,Detached,0.15,1947.0,1200.0,1200.0,0.0,4.0,2.0,1.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,ShingleSiding",55.0,120.0,6534,0.15,1947
309900.0,19803,GREENMEADOW,Brandywine,No,Detached,0.28,1956.0,2410.0,1900.0,510.0,3.0,2.0,1.0,One,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,72.9,127.0,12197,0.28,1956
323000.0,19803,NONE AVAILABLE,Brandywine,No,Detached,0.18,1955.0,3328.0,2000.0,1328.0,3.0,3.0,1.0,Two,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"AluminumSiding,Brick,VinylSiding",79.4,100.0,7840,0.18,1955
335000.0,19803,BLUE ROCK MANOR,Brandywine,No,Detached,0.17,1955.0,1575.0,1575.0,0.0,3.0,2.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,70.0,120.0,7405,0.17,1955
319900.0,19803,FAIRFAX,Brandywine,No,Detached,0.14,1951.0,1350.0,1350.0,0.0,3.0,1.0,1.0,Two,Colonial,Main,Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Brick,60.0,100.0,6098,0.14,1951
324900.0,19803,NORTHWOOD,Brandywine,No,Detached,0.23,1956.0,1700.0,1700.0,0.0,3.0,1.0,1.0,Two,Rancher,Main,Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSeptic,Yes,Yes,"Asbestos,Brick",90.0,110.0,10019,0.23,1956
329900.0,19803,GREEN ACRES,Brandywine,No,Detached,0.23,1958.0,3555.0,2175.0,1380.0,4.0,3.0,2.0,Four,SplitLevel,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Other,Public,PublicSewer,Yes,Yes,Brick,80.0,120.6,10019,0.23,1958
309000.0,19803,FAIRFAX,Brandywine,No,Detached,0.2,1956.0,2810.0,1850.0,960.0,3.0,3.0,2.0,TwoandaHalf,SplitLevel,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,"Brick,Stone,VinylSiding",88.0,100.0,8712,0.2,1956
328000.0,19803,DEERHURST,Brandywine,Yes,Detached,0.12,1940.0,1725.0,1725.0,0.0,3.0,2.0,2.0,Two,Colonial,"Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,No,No,Brick,50.0,105.0,5227,0.12,1940
329000.0,19803,FAIRFAX,Brandywine,Yes,Detached,0.14,1951.0,1380.0,1380.0,0.0,3.0,2.0,1.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,Yes,Brick,60.0,100.0,6098,0.14,1951
339000.0,19803,FAIRFAX,Brandywine,No,Detached,0.14,1951.0,1350.0,1350.0,0.0,3.0,2.0,1.0,Three,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,Brick,60.0,100.0,6098,0.14,1951
337900.0,19803,BLUE ROCK MANOR,Brandywine,No,Detached,0.16,1955.0,1800.0,1300.0,500.0,3.0,2.0,1.0,Two,Colonial,"Lower1,Main,Upper1",Yes,CentralAC,NaturalGas,ForcedAir,NaturalGas,Public,PublicSewer,Yes,No,Brick,88.4,84.0,6970,0.16,1955
325000.0,19803,MCDANIEL HEIGHTS,Brandywine,No,Detached,0.14,1945.0,1400.0,1400.0,0.0,3.0,2.0,2.0,OneandaHalf,CapeCod,"Main,Upper1",Yes,CentralAC,Oil,ForcedAir,Electric,Public,PublicSewer,Yes,Yes,"Brick,VinylSiding",50.0,125.0,6098,0.14,1945
