MLSNumber,Address,Status,Sold_Price,Sold_Price_less_Concession,Orig_List_Price,Current_List_Price,Days_on_Market,Previous_Days_on_Market,ListDate,StatusDate,Agreement_of_Sale_Date,SettledDate,Concessions_YN,Concessions_Remarks,SellerConcessionsAmount,FinalFinancing
DENC2004550,97 Galewood Rd,Closed,479750.0,479750.0,490000.0,490000.0,11.0,11.0,2021-08-13,2021-10-01,2021-08-24,2021-10-01,No,,0.0,FHA
DENC2018912,13 Gristmill Ct,Closed,481500.0,481500.0,464900.0,481500.0,5.0,5.0,2022-03-25,2022-05-20,2022-03-29,2022-05-20,No,,0.0,Conventional
DENC2011052,108 Landis Way N #108,Closed,485000.0,485000.0,495000.0,495000.0,50.0,50.0,2021-12-09,2022-03-11,2022-01-27,2022-03-11,No,,0.0,Conventional
DENC528618,3702 Capitol Ave,Closed,485000.0,485000.0,479900.0,479900.0,6.0,6.0,2021-06-11,2021-07-29,2021-06-16,2021-07-29,No,,0.0,Conventional
DENC524056,405 Rowland Park Blvd,Closed,485000.0,485000.0,449900.0,485000.0,8.0,8.0,2021-04-14,2021-06-04,2021-04-19,2021-06-04,No,,0.0,Conventional
DENC527200,4505 Weldin Rd,Closed,487500.0,485000.0,519000.0,499000.0,27.0,27.0,2021-05-21,2021-08-03,2021-06-15,2021-08-03,Yes,Credit,2500.0,Conventional
DENC2007314,1514 Emory Rd,Closed,489000.0,489000.0,459900.0,459900.0,5.0,5.0,2021-09-17,2021-11-17,2021-09-20,2021-11-17,No,,0.0,Conventional
DENC2000395,272 Landis Way S #272,Closed,490000.0,490000.0,480000.0,480000.0,2.0,2.0,2021-10-15,2021-11-15,2021-10-16,2021-11-15,No,,0.0,Cash
DENC2008272,1504 Marsh Rd,Closed,490000.0,490000.0,489900.0,489900.0,22.0,22.0,2021-09-30,2021-12-03,2021-10-17,2021-12-03,No,,0.0,Conventional
DENC2020660,1125 Windon Dr,Closed,492500.0,492500.0,495000.0,495000.0,7.0,7.0,2022-03-30,2022-05-09,2022-04-05,2022-05-09,No,,0.0,Conventional
DENC2003534,700 Bristol Rd,Closed,495000.0,495000.0,495000.0,495000.0,1.0,1.0,2021-07-27,2021-08-31,2021-07-27,2021-08-31,No,,0.0,Conventional
DENC2021920,1110 Faun Rd,Closed,500000.0,500000.0,469900.0,469900.0,4.0,4.0,2022-04-19,2022-05-26,2022-04-21,2022-05-26,No,,0.0,Conventional
DENC2009114,77 Lynthwaite Farm Ln #016,Closed,500000.0,500000.0,500000.0,500000.0,1.0,2.0,2021-11-27,2021-11-29,2021-11-27,2021-11-29,No,,0.0,Cash
DENC2004102,132 Landis Way N,Closed,500000.0,500000.0,490000.0,490000.0,11.0,11.0,2021-08-07,2021-09-16,2021-08-16,2021-09-16,No,,0.0,Conventional
DENC526500,221 Edgewood Rd,Closed,500000.0,500000.0,649900.0,540000.0,119.0,119.0,2021-05-10,2021-09-22,2021-09-06,2021-09-22,No,,0.0,Cash
DENC2007208,344 Cassell Ct,Closed,501000.0,501000.0,499900.0,499900.0,5.0,5.0,2021-09-16,2021-10-25,2021-09-20,2021-10-25,No,,0.0,Cash
DENC2002950,18 Penarth Dr,Closed,510000.0,510000.0,485000.0,485000.0,4.0,4.0,2021-08-06,2021-09-20,2021-08-08,2021-09-20,No,,0.0,Conventional
DENC527632,606 Kilburn Rd,Closed,510000.0,510000.0,525000.0,525000.0,6.0,6.0,2021-06-03,2021-07-28,2021-06-07,2021-07-28,No,,0.0,Cash
DENC2006794,1104 Greenway Rd,Closed,511000.0,511000.0,549500.0,515000.0,36.0,36.0,2021-09-09,2021-12-08,2021-10-15,2021-12-07,No,,0.0,Cash
DENC2004406,339 Cassell Ct,Closed,515000.0,515000.0,509500.0,509500.0,6.0,6.0,2021-08-06,2021-10-01,2021-08-11,2021-10-01,No,,0.0,Cash
DENC2002212,1212 Norbee Dr,Closed,515000.0,515000.0,479900.0,479900.0,4.0,4.0,2021-07-15,2021-08-17,2021-07-18,2021-08-17,No,,0.0,Conventional
DENC2019288,2 Sorrel Dr,Closed,520000.0,519925.0,550000.0,550000.0,10.0,10.0,2022-03-10,2022-05-09,2022-03-18,2022-05-09,Yes,Pest Inspection Reimbursement,75.0,VA
DENC2011468,3314 Coachman Rd,Closed,520000.0,520000.0,540000.0,520000.0,36.0,36.0,2021-12-02,2022-03-03,2022-02-01,2022-03-03,No,,0.0,Conventional
DENC2018370,1211 Hillside Blvd,Closed,521000.0,521000.0,489900.0,521000.0,6.0,6.0,2022-03-03,2022-04-25,2022-03-08,2022-04-25,No,,0.0,Conventional
DENC528114,102 Hayman Pl,Closed,524899.0,524899.0,529900.0,524900.0,26.0,26.0,2021-06-04,2021-07-29,2021-06-29,2021-07-29,No,,0.0,Conventional
DENC2020066,210 Hitching Post Dr,Closed,525000.0,525000.0,450000.0,450000.0,5.0,5.0,2022-03-25,2022-04-22,2022-03-28,2022-04-22,No,,0.0,Conventional
DENC2018088,7 Carl Rd,Closed,525000.0,525000.0,499900.0,499900.0,5.0,5.0,2022-03-07,2022-05-02,2022-03-11,2022-05-02,No,,0.0,Conventional
DENC2010708,110 Lynthwaite Farm Ln,Closed,525000.0,525000.0,469000.0,469000.0,4.0,4.0,2021-11-19,2022-01-31,2021-11-21,2022-01-31,No,,0.0,Conventional
DENC2000646,140 Landis Way N,Closed,525000.0,525000.0,515000.0,525000.0,7.0,7.0,2021-06-25,2021-08-17,2021-07-01,2021-08-17,No,,0.0,Conventional
DENC528030,4 Wellington Rd,Closed,530000.0,530000.0,520000.0,520000.0,7.0,7.0,2021-06-02,2021-08-06,2021-06-07,2021-08-05,No,,0.0,Conventional
DENC2019848,212 Landis Way S S #212,Closed,535000.0,535000.0,534500.0,534500.0,3.0,3.0,2022-03-19,2022-04-21,2022-03-21,2022-04-21,No,,0.0,Cash
DENC2019246,201 Kirk Ave,Closed,535000.0,535000.0,474789.0,474789.0,5.0,5.0,2022-03-11,2022-04-19,2022-03-14,2022-04-18,No,,0.0,Conventional
DENC519920,1301 Greenway Rd,Closed,535000.0,535000.0,550000.0,550000.0,19.0,19.0,2021-07-24,2021-09-28,2021-08-11,2021-09-24,No,,0.0,Conventional
DENC523954,358 Cassell Ct,Closed,536000.0,536000.0,549900.0,549900.0,12.0,12.0,2021-04-06,2021-06-15,2021-04-17,2021-06-15,No,,0.0,Conventional
DENC2006326,2 Stone Tower Ln,Closed,540000.0,540000.0,629900.0,579900.0,47.0,47.0,2021-09-11,2021-11-30,2021-10-27,2021-11-30,No,,0.0,Conventional
DENC527338,201 N Pembrey Dr,Closed,540000.0,540000.0,540000.0,540000.0,1.0,1.0,2021-07-29,2021-08-30,2021-07-29,2021-08-30,No,,0.0,Cash
DENC526736,8 Tenby Dr,Closed,540000.0,540000.0,509900.0,509900.0,6.0,6.0,2021-05-16,2021-07-16,2021-05-19,2021-07-16,No,,0.0,Conventional
DENC2007144,714 Halstead Rd,Closed,544000.0,544000.0,597500.0,575000.0,81.0,81.0,2021-09-14,2022-02-25,2021-12-03,2022-02-25,No,,0.0,Cash
DENC527298,108 Cambridge Dr,Closed,545000.0,545000.0,525000.0,525000.0,8.0,8.0,2021-05-28,2021-07-30,2021-06-04,2021-07-30,No,,0.0,Cash
DENC525236,107 Warwick Dr,Closed,549000.0,549000.0,495000.0,550000.0,5.0,5.0,2021-04-28,2021-06-09,2021-05-01,2021-06-09,No,,0.0,Cash
DENC2000707,1218 Graylyn Rd,Closed,550000.0,550000.0,535000.0,535000.0,2.0,2.0,2021-10-14,2021-11-16,2021-10-15,2021-11-16,No,,0.0,Cash
DENC2006716,1101 Greenway Rd,Closed,550000.0,550000.0,549900.0,549900.0,5.0,5.0,2021-09-09,2021-10-29,2021-09-14,2021-10-29,No,,0.0,Conventional
DENC2001956,716 Foulkstone Rd,Closed,550000.0,550000.0,534900.0,550000.0,3.0,3.0,2021-07-11,2021-09-09,2021-07-13,2021-09-09,No,,0.0,Conventional
DENC527700,1110 Webster Dr,Closed,551000.0,551000.0,549900.0,549900.0,6.0,6.0,2021-05-31,2021-07-29,2021-06-06,2021-07-29,No,,0.0,Conventional
DENC2008602,1000 Weldin Cir,Closed,560000.0,560000.0,600000.0,600000.0,46.0,46.0,2021-10-18,2022-02-17,2021-12-01,2022-02-17,No,,0.0,Conventional
DENC527484,628 Halstead Rd,Closed,560000.0,560000.0,530000.0,530000.0,5.0,5.0,2021-05-27,2021-07-20,2021-05-30,2021-07-16,No,,0.0,Conventional
DENC2011510,699 Wynnewood Ave,Closed,565000.0,565000.0,525000.0,565000.0,4.0,4.0,2021-12-03,2022-01-14,2021-12-07,2022-01-14,No,,0.0,Conventional
DENC2009344,3227 Coachman Rd,Closed,565000.0,565000.0,535000.0,535000.0,4.0,4.0,2021-11-08,2022-01-14,2021-11-10,2022-01-14,No,,0.0,Conventional
DENC508870,2 Kendall Ct,Closed,565000.0,565000.0,614900.0,565000.0,230.0,266.0,2020-09-10,2021-09-01,2021-07-06,2021-09-01,No,,0.0,Conventional
DENC2004348,1010 Weldin Cir,Closed,570000.0,567260.0,599000.0,569000.0,36.0,36.0,2021-08-06,2021-10-15,2021-09-10,2021-10-15,Yes,settlement help,2740.0,Conventional
DENC2021662,10 Boulder Brook Dr,Closed,575000.0,575000.0,575000.0,575000.0,1.0,1.0,2022-04-15,2022-05-03,2022-04-15,2022-05-03,No,,0.0,Cash
DENC2017530,320 Hampton Rd,Closed,580000.0,580000.0,539900.0,580000.0,3.0,3.0,2022-02-16,2022-03-11,2022-02-18,2022-03-11,No,,0.0,Conventional
DENC2015818,1119 Windon Dr,Closed,580000.0,580000.0,539900.0,539900.0,2.0,2.0,2022-01-25,2022-03-18,2022-01-26,2022-03-17,No,,0.0,Conventional
DENC525984,702 Thornby Rd,Closed,580000.0,580000.0,559000.0,559000.0,3.0,3.0,2021-05-06,2021-06-30,2021-05-08,2021-06-30,No,,0.0,Conventional
DENC2005070,1584 Shadybrook Rd,Closed,582300.0,582300.0,590000.0,590000.0,19.0,19.0,2021-08-19,2021-11-02,2021-09-03,2021-11-01,No,,0.0,Cash
DENC2018130,703 Bristol Rd,Closed,585000.0,585000.0,535000.0,535000.0,3.0,3.0,2022-03-12,2022-04-26,2022-03-15,2022-04-26,No,,0.0,Conventional
DENC2010360,1300 Greenway Rd,Closed,585000.0,583000.0,579900.0,579900.0,8.0,8.0,2021-11-11,2022-01-11,2021-11-17,2022-01-10,Yes,,2000.0,Conventional
DENC2007736,8 Aldham Ct,Closed,585000.0,585000.0,615000.0,589900.0,31.0,31.0,2021-09-22,2021-11-30,2021-10-22,2021-11-30,No,,0.0,Conventional
DENC2010754,201 N Pembrey Dr,Closed,587000.0,581000.0,625000.0,599900.0,44.0,44.0,2021-11-19,2022-02-16,2022-01-01,2022-02-16,Yes,,6000.0,Conventional
DENC2019444,1513 Foulk Rd,Closed,600000.0,600000.0,565000.0,565000.0,7.0,7.0,2022-03-16,2022-05-02,2022-03-22,2022-05-02,No,,0.0,Conventional
DENC522094,3715 N Washington St,Closed,200000.0,195000.0,199900.0,199900.0,22.0,22.0,2021-03-10,2021-05-21,2021-03-30,2021-05-21,Yes,Buyer Credit,5000.0,FHA
DENC513010,3005 N Monroe St,Closed,200000.0,194500.0,200000.0,200000.0,6.0,6.0,2020-11-14,2020-12-18,2020-11-19,2020-12-18,Yes,,5500.0,Conventional
DENC510162,602 W 26th St,Closed,200000.0,192000.0,219900.0,199900.0,66.0,66.0,2020-09-30,2021-02-28,2020-12-04,2021-02-28,Yes,,8000.0,VA
DENC501752,305 W 22nd St,Closed,200000.0,194000.0,200000.0,200000.0,34.0,34.0,2020-05-21,2020-09-24,2020-06-22,2020-09-21,Yes,,6000.0,FHA
DENC498744,1980 Superfine Ln #704,Closed,200000.0,200000.0,210000.0,210000.0,34.0,37.0,2020-03-24,2020-07-03,2020-04-26,2020-07-02,No,,0.0,Cash
DENC518994,509 W 39th St,Closed,202000.0,195916.0,198900.0,198900.0,5.0,5.0,2021-01-08,2021-02-28,2021-01-12,2021-02-26,Yes,,6084.0,FHA
DENC509830,28 W 39th St,Closed,202000.0,202000.0,205900.0,205900.0,5.0,5.0,2020-10-17,2020-12-07,2020-10-20,2020-12-04,No,,0.0,FHA
DENC498904,305 W 34th St,Closed,203000.0,200000.0,199900.0,199900.0,112.0,122.0,2020-03-27,2020-09-08,2020-07-16,2020-08-31,Yes,,3000.0,FHA
DENC508956,407 W 37th St,Closed,203900.0,199900.0,209900.0,199900.0,41.0,87.0,2020-09-11,2020-11-25,2020-10-14,2020-11-20,Yes,,4000.0,FHA
DENC511368,3205 N Madison St,Closed,205000.0,205000.0,187000.0,205000.0,4.0,4.0,2020-10-17,2020-12-09,2020-10-20,2020-12-04,No,,0.0,FHA
DENC504644,500 W 39th St,Closed,205000.0,198850.0,210000.0,210000.0,72.0,72.0,2020-07-08,2020-10-21,2020-09-09,2020-10-15,Yes,,6150.0,VA
DENC517444,223 W 21st St,Closed,207000.0,207000.0,209900.0,209900.0,5.0,5.0,2020-11-30,2021-01-21,2020-12-05,2021-01-21,No,,0.0,FHA
DENC418390,2313 N Franklin St,Closed,208000.0,205750.0,216000.0,206000.0,378.0,378.0,2019-03-19,2020-07-20,2020-06-05,2020-07-20,Yes,,2250.0,Conventional
DENC520750,515 McCabe Ave,Closed,210000.0,210000.0,195000.0,210000.0,4.0,4.0,2021-02-12,2021-04-13,2021-02-15,2021-04-13,No,,0.0,FHA
DENC519852,21 W 40th St,Closed,210000.0,210000.0,210000.0,210000.0,6.0,6.0,2021-01-27,2021-02-26,2021-01-30,2021-02-26,No,,0.0,Conventional
DENC517352,503 W 21st St,Closed,210000.0,206500.0,199900.0,210000.0,1.0,1.0,2020-12-12,2021-01-27,2020-12-12,2021-01-27,Yes,,3500.0,FHA
DENC517024,519 W 22nd St,Closed,210000.0,205000.0,195500.0,195500.0,8.0,8.0,2020-11-27,2021-01-19,2020-12-04,2021-01-18,Yes,,5000.0,FHA
DENC512898,617 W 39th St,Closed,210000.0,205000.0,205000.0,205000.0,5.0,5.0,2020-11-09,2020-12-22,2020-11-11,2020-12-18,Yes,,5000.0,FHA
DENC502930,714 W 27th St,Closed,210000.0,200000.0,209900.0,209900.0,22.0,22.0,2020-06-10,2020-10-05,2020-06-30,2020-10-05,Yes,,10000.0,FHA
DENC510340,224 Cityview Ave,Closed,212000.0,212000.0,210000.0,212000.0,3.0,3.0,2020-10-05,2020-11-23,2020-10-07,2020-11-23,No,,0.0,FHA
DENC522216,3616 N Washington St,Closed,215000.0,215000.0,210000.0,215000.0,6.0,28.0,2021-03-16,2021-05-10,2021-03-19,2021-05-07,No,,0.0,FHA
DENC521022,120 E 36th St,Closed,215000.0,208550.0,215000.0,215000.0,6.0,6.0,2021-02-12,2021-04-05,2021-02-17,2021-04-01,Yes,,6450.0,Conventional
DENC506994,2911 Franklin St,Closed,215000.0,212500.0,215000.0,215000.0,4.0,4.0,2020-08-12,2020-09-25,2020-08-14,2020-09-25,Yes,,2500.0,FHA
DENC498522,312 35th St,Closed,215900.0,210900.0,215900.0,215900.0,4.0,4.0,2020-03-24,2020-06-04,2020-03-26,2020-06-01,Yes,,5000.0,FHA
DENC507128,1980 Superfine Ln #202,Closed,216000.0,216000.0,219900.0,219900.0,29.0,29.0,2020-08-13,2020-10-28,2020-09-10,2020-10-28,No,,0.0,Conventional
DENC504794,903 W 24th St,Closed,218000.0,213000.0,224500.0,218000.0,28.0,28.0,2020-07-15,2020-10-02,2020-08-10,2020-10-02,Yes,Closing cost assistance,5000.0,Conventional
DENC519004,516 W 37th St,Closed,219900.0,214900.0,219900.0,219900.0,11.0,11.0,2021-01-08,2021-02-26,2021-01-23,2021-02-26,Yes,,5000.0,FHA
DENC511752,3406 N Madison St,Closed,220000.0,211200.0,219900.0,219900.0,23.0,23.0,2020-10-21,2021-02-03,2020-11-12,2021-02-03,Yes,,8800.0,FHA
DENC502850,911 W 24th St,Closed,220000.0,219200.0,217500.0,220000.0,6.0,6.0,2020-06-12,2020-07-30,2020-06-16,2020-07-30,Yes,Plumbing Repairs,800.0,Conventional
DENC501272,415 W 32nd St,Closed,221347.0,214900.0,214900.0,214900.0,11.0,11.0,2020-05-15,2020-07-17,2020-05-24,2020-07-17,Yes,,6447.0,FHA
DENC498742,2800 N Van Buren St,Closed,222000.0,222000.0,214900.0,225000.0,48.0,48.0,2020-04-03,2020-09-03,2020-07-20,2020-09-03,No,,0.0,Conventional
DENC506908,314 W 35th St,Closed,223000.0,223000.0,240000.0,240000.0,15.0,15.0,2020-08-14,2020-09-30,2020-08-24,2020-09-30,No,,0.0,VA
DENC512224,434 W 29th St,Closed,224000.0,224000.0,209900.0,224900.0,17.0,17.0,2020-10-29,2021-02-16,2021-01-11,2021-02-16,No,,0.0,FHA
DENC496534,815 W 22nd St,Closed,224000.0,224000.0,233900.0,233900.0,24.0,24.0,2020-04-21,2020-06-30,2020-05-11,2020-06-29,No,,0.0,Conventional
DENC512442,223 W 16th St,Closed,225000.0,225000.0,219900.0,219900.0,6.0,6.0,2020-11-03,2020-11-30,2020-11-07,2020-11-30,No,,0.0,Cash
DENC520048,513 W 39th St,Closed,226000.0,226000.0,214900.0,229000.0,4.0,4.0,2021-01-29,2021-03-19,2021-02-01,2021-03-19,No,,0.0,Conventional
DENC493412,2917 N Harrison,Closed,226900.0,217824.0,229900.0,226900.0,60.0,60.0,2020-02-15,2020-06-22,2020-03-31,2020-06-18,Yes,,9076.0,Conventional
DENC519646,408 W 32nd St,Closed,227500.0,227500.0,225000.0,225000.0,10.0,10.0,2021-01-19,2021-04-06,2021-01-28,2021-03-25,No,,0.0,Conventional
DENC510672,3116 N Spruce St,Closed,228000.0,223440.0,275000.0,265000.0,26.0,26.0,2020-10-05,2020-12-28,2020-11-01,2020-12-28,Yes,,4560.0,FHA
DENC505158,303 Irving Dr,Closed,231500.0,231500.0,231500.0,231500.0,1.0,1.0,2020-07-21,2020-08-11,2020-07-21,2020-08-11,No,,0.0,Cash
DENC510380,615 W 31st St,Closed,235900.0,235900.0,229900.0,235900.0,5.0,5.0,2020-10-05,2020-12-18,2020-10-07,2020-12-14,No,,0.0,FHA
DENC517098,108 W 21st St,Closed,240000.0,240000.0,229000.0,229000.0,9.0,9.0,2020-12-03,2021-01-21,2020-12-09,2021-01-20,No,,0.0,FHA
DENC500314,415 W 22nd St,Closed,240000.0,240000.0,235000.0,235000.0,70.0,70.0,2020-05-04,2020-12-16,2020-11-10,2020-12-14,No,,0.0,VA
DENC500414,1980 Superfine Ln #406,Closed,240000.0,240000.0,249900.0,249900.0,82.0,82.0,2020-05-01,2020-09-19,2020-07-21,2020-09-18,No,,0.0,Conventional
DENC523306,2819 Prestwyck Ct,Closed,243999.0,241559.0,249900.0,249900.0,13.0,13.0,2021-03-31,2021-05-13,2021-04-12,2021-05-12,Yes,,2440.0,FHA
DENC523808,213 W 16th St,Closed,245000.0,243500.0,224900.0,224900.0,5.0,5.0,2021-04-04,2021-05-07,2021-04-08,2021-05-07,Yes,Seller credit,1500.0,Conventional
DENC511326,902 W 23rd St,Closed,245000.0,245000.0,234900.0,234900.0,7.0,7.0,2020-10-16,2020-12-07,2020-10-21,2020-12-04,No,,0.0,FHA
DENC520922,912 W 24th St,Closed,246000.0,246000.0,242500.0,242500.0,5.0,5.0,2021-02-21,2021-04-10,2021-02-25,2021-04-09,No,,0.0,Conventional
DENC489502,910 W 22nd St,Closed,249900.0,239904.0,269900.0,249900.0,227.0,227.0,2019-10-21,2020-08-18,2020-06-27,2020-08-14,Yes,,9996.0,FHA
DENC509910,503 W 35th St,Closed,250000.0,243000.0,225000.0,250000.0,7.0,7.0,2020-10-01,2020-11-18,2020-10-06,2020-11-17,Yes,,7000.0,Conventional
DENC494478,1980 Superfine Ln #503,Closed,251500.0,251500.0,259900.0,259900.0,41.0,41.0,2020-02-20,2020-07-24,2020-03-17,2020-07-23,No,,0.0,Conventional
DENC499838,607 20th St,Closed,252000.0,244500.0,264900.0,264900.0,32.0,32.0,2020-05-03,2020-07-10,2020-06-03,2020-07-10,Yes,Settlement Assist,7500.0,FHA
DENC505666,814 W 22nd St,Closed,255000.0,255000.0,255000.0,255000.0,1.0,1.0,2020-07-20,2020-09-30,2020-07-20,2020-09-30,No,,0.0,Conventional
DENC520104,2022 N Washington St,Closed,256000.0,247000.0,264900.0,266000.0,49.0,49.0,2021-01-27,2021-04-29,2021-03-16,2021-04-29,Yes,,9000.0,FHA
DENC513166,807 W 23rd St,Closed,257500.0,257500.0,235000.0,235000.0,6.0,6.0,2020-11-12,2021-01-07,2020-11-17,2021-01-07,No,,0.0,Cash
DENC524756,109 W 19th St,Closed,260000.0,260000.0,249900.0,249900.0,7.0,7.0,2021-04-21,2021-05-28,2021-04-26,2021-05-28,No,,0.0,FHA
DENC521050,2708 N Harrison St,Closed,260000.0,253000.0,260000.0,260000.0,5.0,5.0,2021-02-27,2021-04-15,2021-03-03,2021-04-15,Yes,,7000.0,FHA
DENC520592,2808 Baynard Blvd,Closed,260000.0,260000.0,314900.0,284000.0,55.0,55.0,2021-02-06,2021-05-06,2021-04-01,2021-05-06,No,,0.0,Conventional
DENC505856,416 W 22nd St,Closed,260000.0,254800.0,249900.0,260000.0,4.0,4.0,2020-07-27,2020-09-30,2020-07-30,2020-09-30,Yes,,5200.0,FHA
DENC482794,803 W 27th St,Closed,261000.0,259000.0,359900.0,300000.0,186.0,186.0,2019-07-11,2020-06-05,2020-01-27,2020-06-04,Yes,,2000.0,Conventional
DENC490590,1980 Superfine Ln #UNIT 101,Closed,264900.0,258277.0,289900.0,264900.0,190.0,190.0,2019-11-08,2020-08-01,2020-05-15,2020-07-30,Yes,,6623.0,Conventional
DENC501590,2814 Baynard Blvd,Closed,269000.0,255725.0,269900.0,269900.0,26.0,26.0,2020-05-26,2020-10-05,2020-06-19,2020-09-30,Yes,,13275.0,FHA
DENC523402,2117 N Washington St,Closed,269900.0,269900.0,269900.0,269900.0,3.0,3.0,2021-03-30,2021-05-06,2021-03-31,2021-05-06,No,,0.0,FHA
DENC512100,2604 Baynard Blvd,Closed,275000.0,275000.0,275000.0,275000.0,5.0,5.0,2020-11-12,2021-01-08,2020-11-15,2021-01-08,No,,0.0,Conventional
DENC500920,801 W 22nd St,Closed,275000.0,275000.0,275000.0,275000.0,4.0,4.0,2020-05-15,2020-06-25,2020-05-17,2020-06-25,No,,0.0,Conventional
DENC484884,906 W 22nd St,Closed,275300.0,264300.0,279900.0,269900.0,316.0,316.0,2019-08-16,2020-08-11,2020-07-15,2020-08-03,Yes,,11000.0,Conventional
DENC524034,510 W 36th St,Closed,280000.0,280000.0,274900.0,280000.0,7.0,7.0,2021-04-23,2021-05-29,2021-04-28,2021-05-25,No,,0.0,Conventional
DENC506804,901 W 20th St,Closed,285000.0,270000.0,275000.0,285000.0,5.0,5.0,2020-08-09,2020-10-01,2020-08-14,2020-10-01,Yes,,15000.0,FHA
DENC523796,816 W 22nd St,Closed,286000.0,286000.0,267900.0,267900.0,6.0,6.0,2021-04-08,2021-05-24,2021-04-13,2021-05-24,No,,0.0,Conventional
DENC506116,2810 Baynard Blvd,Closed,292097.0,291597.0,285000.0,292500.0,5.0,5.0,2020-07-30,2020-09-18,2020-08-03,2020-09-18,Yes,Repair credit,500.0,Conventional
DENC519562,916 W 23rd St,Closed,300000.0,294140.0,300000.0,300000.0,6.0,6.0,2021-01-22,2021-03-12,2021-01-27,2021-03-12,Yes,,5860.0,Conventional
DENC505468,26 Talley Ct,Closed,300000.0,297500.0,299900.0,299900.0,3.0,3.0,2020-07-25,2020-09-12,2020-07-26,2020-09-11,Yes,Home inspection,2500.0,Conventional
DENC498392,4410 Miller Rd,Closed,300000.0,300000.0,310000.0,310000.0,29.0,29.0,2020-03-23,2020-06-19,2020-04-19,2020-06-18,No,,0.0,FHA
DENC506962,901 W 19th St,Closed,305000.0,305000.0,319500.0,319500.0,20.0,20.0,2020-08-21,2020-11-03,2020-09-05,2020-11-03,No,,0.0,FHA
DENC522038,1800-02 N Monroe St,Closed,310000.0,305750.0,289999.0,289999.0,2.0,2.0,2021-03-12,2021-04-30,2021-03-13,2021-04-30,Yes,,4250.0,Conventional
DENC507400,809 McCabe Ave,Closed,312000.0,312000.0,310000.0,310000.0,4.0,4.0,2020-09-14,2020-12-14,2020-09-17,2020-12-14,No,,0.0,Conventional
DENC509428,2708 Baynard Blvd,Closed,315000.0,311000.0,319900.0,319900.0,4.0,4.0,2020-09-18,2020-11-11,2020-09-21,2020-11-10,Yes,,4000.0,VA
DENC504702,1980-Unit Superfine Ln #605,Closed,315000.0,315000.0,339900.0,325000.0,184.0,673.0,2020-07-14,2021-03-01,2021-01-13,2021-03-01,No,,0.0,Conventional
DENC507436,8 Talley Ct,Closed,319000.0,319000.0,319000.0,319000.0,8.0,8.0,2020-09-04,2020-10-26,2020-09-11,2020-10-23,No,,0.0,FHA
DENC518088,2003 N Franklin St,Closed,320000.0,320000.0,315000.0,315000.0,10.0,10.0,2020-12-12,2021-02-10,2020-12-21,2021-02-10,No,,0.0,Conventional
DENC517304,605 W 22nd St,Closed,335000.0,335000.0,350000.0,350000.0,6.0,6.0,2020-11-25,2021-01-14,2020-11-29,2021-01-14,No,,0.0,Conventional
DENC503986,4402 Emerson Rd,Closed,335000.0,335000.0,335000.0,335000.0,1.0,1.0,2020-06-25,2020-08-07,2020-06-25,2020-08-07,No,,0.0,Conventional
DENC517824,2302 Baynard Blvd,Closed,340100.0,340100.0,327900.0,327900.0,8.0,8.0,2020-12-19,2021-02-19,2021-01-26,2021-02-19,No,,0.0,Cash
DENC498362,4500 Fielding Rd,Closed,344900.0,341900.0,344900.0,344900.0,8.0,8.0,2020-03-23,2020-06-12,2020-04-26,2020-06-12,Yes,,3000.0,Conventional
DENC507392,2004 N Franklin St,Closed,345000.0,345000.0,345000.0,345000.0,1.0,1.0,2020-08-19,2020-09-30,2020-08-19,2020-09-30,No,,0.0,Conventional
DENC508182,2107 N Van Buren St,Closed,355000.0,355000.0,369900.0,369900.0,5.0,5.0,2020-09-05,2020-10-19,2020-09-09,2020-10-19,No,,0.0,Conventional
DENC511660,911/913 W 22nd St,Closed,356000.0,356000.0,330000.0,330000.0,3.0,3.0,2020-10-22,2020-12-09,2020-10-23,2020-12-09,No,,0.0,Conventional
DENC512858,30 Talley Ct,Closed,359900.0,359900.0,364900.0,364900.0,8.0,8.0,2020-11-14,2021-01-04,2020-11-20,2021-01-04,No,,0.0,Conventional
DENC499766,205 Hawthorne Dr,Closed,363500.0,363500.0,369900.0,365000.0,47.0,47.0,2020-04-16,2020-07-07,2020-05-31,2020-07-02,No,,0.0,Conventional
DENC517716,4 Talley Ct,Closed,369900.0,369900.0,379900.0,369900.0,31.0,31.0,2020-12-11,2021-02-24,2021-01-10,2021-02-24,No,,0.0,Conventional
DENC520236,2300 N Harrison St,Closed,375000.0,375000.0,350000.0,375000.0,3.0,3.0,2021-02-05,2021-04-02,2021-02-07,2021-04-02,No,,0.0,Conventional
DENC513046,602 W 19th St,Closed,376500.0,376500.0,385000.0,385000.0,3.0,3.0,2020-11-13,2020-12-31,2020-11-16,2020-12-31,No,,0.0,Conventional
DENC505388,307 Irving Dr,Closed,380000.0,380000.0,410000.0,389000.0,39.0,39.0,2020-10-05,2020-12-04,2020-11-12,2020-12-04,No,,0.0,Cash
DENC509364,2405 N Harrison St,Closed,395000.0,380000.0,395000.0,395000.0,7.0,7.0,2020-09-24,2020-11-13,2020-09-29,2020-11-13,Yes,Repairs,15000.0,Conventional
DENC509494,10 Talley Ct,Closed,410000.0,410000.0,364900.0,399900.0,6.0,6.0,2020-09-25,2020-12-04,2020-09-29,2020-11-30,No,,0.0,Conventional
